#MainID,SubID,StringID,String
#Basic
100,141,20,Fainted
100,141,21,darkness
100,141,22,sleep
100,141,23,silence
100,141,24,Fascination
100,141,25,confusion
100,141,26,Fear
100,141,27,Equipment weight/maximum weight
100,141,28,Physical attack/Magic attack
100,141,29,Physical defense/magic defense
100,141,30,life
100,141,31,Reincarnation
100,141,32,order
100,141,33,chaoschaos
100,141,34,Equipment weight
100,141,35,Maximum weight
100,141,36,Physical attack
100,141,37,Magic attack
100,141,38,Physical defense
100,141,39,Magic defense
100,141,40,Normal equipment
100,141,41,Avatar equipment
100,141,42,Display switching
100,141,43,AC evaluation value
100,141,44,Shooting attack
100,141,45,Normal equipment
100,141,46,Avatar
100,142,0,%d
100,142,1,%d%
100,142,2,%1%d/%2%d
100,142,3,%1%s/%2%s
100,142,4,%1%s/%2%s
100,142,5,%1%d/%2%d
100,142,6,(+%d)
100,142,7,(-%d)
100,142,8,%s
100,142,9,?? (Level cap)
100,142,10,black magic
100,142,11,White magic
100,142,12,Ancient magic
100,142,13,%1%lld/? (Level cap)
100,142,14,%1%lld/%2%lld
100,142,15,%1%s/? (Level cap)

100,145,0,(Not set)
100,145,1,None 
100,146,0,LV
100,146,1,EXP
100,146,2,condition
100,146,3,alignment
100,146,4,Lawful
100,146,5,Neutral
100,146,6,Chaos
100,146,7,Experience boost gauge
100,146,8,Attack magic attribute
100,146,9,Defensive magic attribute
100,146,10,Abnormal condition resistance
100,146,11,Soul point
100,146,12,Soul material
100,146,13,NEXT
100,146,14,Satiety

# Equipment status/title related
100,147,0,?? ?? ?? ?? ??
100,147,1,Equipped with title
100,147,2,"Equipped with the title of ""%s"""

100,147,10, Get
100,147,11, Unacquired
100,147,12,%d
100,147,13,%%
100,147,14,Complete
100,147,15,?? ?? ?? ?? ?? Do not display
100,147,16,%d

100,147,20,Special
100,147,21,%s

# Self-introduction (equipment) related
100,148,0,Self-introduction setting
100,148,1,Do not disclose equipment information and self-introduction to others
100,148,2,Display switching
100,148,3,Normal equipment
100,148,4,Avatar

100,148,10,Please enter your self-introduction
100,148,11,OK
100,148,12,Cancel

100,148,20,I feel the line of sight from the criminal (%1%s%2%s)
100,148,21,Profile (equipment) is not published

100,148,30,%d
100,148,31,%s

#ServerSelectWindow related
100,150,0,Connect
100,150,1,connecting
100,150,2,Connecting to message server
100,150,3,Message server connection failed
100,150,4,Please select a world

100,150,5,Keep your clients up to date
100,150,6,The client and server versions are different. (CL%1%d:%2%d SV:%3%d:%4%d)

100,150,7,certification failed
100,150,8,Authentication failed (CPF error code:%d)

100,150,10,Skipping soul selection

100,151,0,Skip soul selection \n (automatically select soul at last login)



#CharSelectWindow related
100,160,0,Return

100,161,0,Deleted characters cannot be restored. \nItems not deposited in the cloak will also be deleted. \n \nItems purchased at the Royal Shop are also included in the \n deletion target. \n \n Do you really want to delete this character?
100,161,1,Cancel
100,161,2,Decision

100,161,10,Deleted souls cannot be restored. \nItems incorporated in the cloak will also be deleted. \n \nItems purchased at the Royal Shop are also included in the \n deletion target. \n \n Do you really want to delete this soul?
100,161,11,Cancel
100,161,12,Decision

100,162,0,Select the slot to create the character \n and create the character

100,163,0,%2d

#CharMakeNameWindowCharMakeRaceModel,Alignment Window related related,,
100,170,0,Please enter between 2 and 8 characters.
100,170,1,Contains characters that cannot be used.
100,170,2,Nothing has been entered.
100,170,3,Allocate all bonus points.
100,170,4,Cannot be the chosen profession \n
100,170,5,Incorrect alignment/lack of required status
100,170,6,Insufficient required status
100,170,7,Improper alignment
100,170,10,What is the name of the person who landed on the land of adventure?
100,170,11,Do you want to stop creating the character? \nThe information you have set so far will be lost.
100,170,12,You can't go back during the lost character make-up
100,171,0,Leave it to us (recommended status)
100,171,1,Allocate by yourself
100,172,0,Please choose how to assign the status.
100,172,1,Selectable occupations
100,172,2,Proper alignment
100,172,3,Required basic status
100,172,4,Bonus points
100,172,5,Re-lottery
100,172,6,Re-lottery
100,172,7,HP
100,172,8,MP
100,172,9,"Would you like to create this character? \n \nCheck the settings carefully, and if there are no problems, press the \nOK button to finish creating the character \n."
100,172,10,Profession
100,172,11,(+%d)
100,172,12,(-%d)
100,172,13,%d
100,172,14,%1%d/%2%d\n
100,172,15,(+%d)
100,172,16,(%d)
100,172,17,(-%d)
100,173,0,"Bonus points for stats are fixed, and a bonus of 6 points will be automatically allocated according to the selected profession."
100,173,1,Randomly determined bonus points can be freely assigned to any status.
100,174,0,%1%s (%2%s)
100,174,1,Tribal skills
100,174,2,Occupational skills
100,175,0,"The offensive and defensive balance is good, and the initial HP is high, so it is easy to handle as the first profession. \n You can handle adventures in solo play without problems. It can be equipped with many weapons and armor, and in the future it can be specialized in either offensive or defensive roles, and it is indispensable for parties. \n On the other hand, I don't learn magic and I'm not good at preventing magic damage. \n \n If you change jobs with fighter skills, you can expect further success."
100,175,1,"A technical job that uses various skills such as attacking with traps, unlocking treasure chests, stealth, and demonstration. Players need their own sense to master it. \nIf you can make an accurate action with quick judgment even in battle, you can play an active part in both solo play and party play. \n On the other hand, due to equipment restrictions, it cannot be expected to be protected. \n \n If you change jobs with thief skills, you can expect more tricky activities."
100,175,2,"It is a high-powered attack magic that gives damage that surpasses that of fighters, and is indispensable in battles with powerful monsters that dominate \n battles. \nThe magic of sabotage also creates an advantage in party play, and\n is a way to compensate for its low defense during solo play. \nHowever, magic consumes MP, defense is fragile, and solo play in the early stages is \n for advanced players who prefer a response. \n \n If you change jobs with mage skills , you can expect more aggressive activities."
100,175,3,"Healing and supportive abilities keep the party in good shape and help continue the adventure. \nRecovery is important during treasure hunting in the dungeon. With the height and equipment of HP next to the fighter, it can act as a temporary substitute in the defense, save various crisis situations that come to the party, and enable the battle to be rebuilt. \n However, the attack power is poor, and solo play in the early stages is for advanced players. \n \n If you change jobs with priest skills, you can expect to be active both solo and at parties."
100,175,4,NODATA
100,175,5,NODATA
100,175,6,NODATA
100,175,7,NODATA
100,175,8,NODATA
100,175,9,NODATA
100,175,10,NODATA
100,175,11,NODATA
100,175,12,NODATA
100,175,13,NODATA
100,176,0,It affects the attack power. \nYou need <color INFO> STR 6 or above </color> to become a fighter.
100,176,1,It affects defensive power and maximum equipment weight.
100,176,2,Affects the release of traps and the detection of enemies. \nYou need <color INFO> DEX 6 or above </color> to become a thief.
100,176,3,It affects the time taken for action.
100,176,4,Affects the effects of spells. \n <color INFO> INT must be 6 or higher </color> to become a mage.
100,176,5,Affects the effects of healing spells. \nYou need <color INFO> PIE 6 or above </color> to be a priest.
100,176,6,It affects the luck of the character.
100,177,0,Race/Appearance/Commandment
100,177,1,Status and occupation
100,177,2,Initial skills
100,177,3,Verification
100,178,0,Would you like to redraw the bonus points?
100,180,0,Human%s
100,180,1,Elf%s
100,180,2,Dwarf%s
100,180,3,Poker%s
100,180,4,Gnome%s
100,184,0,Human
100,184,1,Elf
100,184,2,Dwarf
100,184,3,Porkul
100,184,4,Gnome
100,185,0,A versatile race that has no weaknesses in exchange for excellent abilities and is suitable for any profession
100,185,1,"A race with high intelligence and faith, suitable for professions that use magic. However, it is not suitable for <color INFO> fighter </color> due to its low power and vitality."
100,185,2,A race for <color INFO> fighter </color> that increases a strong body and high strength. You can also be a <color INFO> priest </color> because you have faith.
100,185,3,"It moves quickly and has high luck, so it is suitable for <color INFO> thief </color>. It is difficult to become another profession."
100,185,4,A race with a high degree of faith and suitable for <color INFO> priest </color>. You can also be a <color INFO> fighter </color> because you have some strength and physical strength.
100,186,0,♂
100,186,1,♀
100,187,0,Lawful
100,187,1,Neutral
100,187,2,Chaos
100,188,0,"The commandment of order is ""the aesthetics of the weak,"" and we believe that it is the most precious act for the weak to help each other and live in this harsh world, which is completely in opposition to the individualist Chaos commandment. On the downside, they tend to be stubborn in admitting nothing but their own discipline. \n <color INFO> You can't be a thief. </color>"
100,188,1,"Neutral people tend to be ridiculed by being compared to the mythical god dragon, as they have no discipline = neither. Also, probably because he doesn't follow his faith, he can't get a job such as <color INFO> priest </color> that requires the blessing of God. \n Good and evil Equally benefit from Avrule and use healing spells because Avrule itself is neither good nor evil. But those who do not believe in God have no blessing."
100,188,2,"The commandment of chaos is ""the aesthetics of the strong,"" and follows the natural principle that the strong live and the weak die, so there is a tendency to prioritize oneself over others and pursue only one's own interests. Is there. \n However , it does not lack humanity, and although it is evil, it is not a ""bad guy."""
100,189,0,"・ Once the character name is decided, it cannot be changed."
100,189,1,"・ You can use the same name as other players,"
100,189,2,　The same name cannot be used in one soul.
100,189,3,・ You can enter from 2 to 8 full-width or half-width characters.

#TreasureBoxWindow related
100,190,0,Inventory is full
100,190,1,There are no items
100,190,2,You do not have root privileges
100,190,3,The contents of the treasure box are empty
100,190,100,TreasureChest

#Level up display related
100,200,0,The level of%1%s has increased to%2%d!
100,200,1,%1%s increased by%2%d
100,200,2,Obtained%1%s by%2%d and became%3%d
100,200,3,You can now remember%s!
100,200,4,%d experience points to the next level
100,200,5,Gained%d skill points
100,200,10,%s is
100,200,11,The level has risen to%d!
100,200,12,Skill points 
100,200,13, Obtained.
100,200,14,HP 
100,200,15,MP 
100,200,16, It went up.
100,200,17,%s 
100,200,18, Get 
100,200,19, Became.
100,200,20,To the next level 
100,200,21,%d Experience value.
100,200,22,%d
100,200,23,%s 
100,200,24, lost 
100,200,25, Became.
100,200,26,You can now learn%d skills!
100,201,0,Open skill tree
100,201,1,next
100,201,2,close
100,201,3,Close (for debugging)
100,201,4,Skip to current level


#AccountMakeWindow related
100,210,0,-Characters may be lost (disappear).
100,210,1,"・ Even if lost, some of the results of the adventure will be remembered in the soul."
100,210,2,・ You can enter from 2 to 8 full-width or half-width characters.
100,210,3,・ Soul names already used by other players cannot be used.
100,210,4,What is the soul name of the new soul ...?
100,211,0,Decide on a soul name. \n Is there any problem with the set name?
100,211,1,Yes
100,211,2,No


#Lost window related
100,220,0,Lost! Do you want to inherit?
100,220,1,Do you want to return to the character selection screen?
100,220,2,<color NOTIFY> <self name> </color> has been lost </strong> Do you want to return to the character selection screen?
100,220,3,<self name> lost

100,220,10,aaa
100,220,11,Yes
100,220,12,No

#CharSelectDeleteWindow related
100,230,0,The character is being deleted.
100,230,1,Deleted%s.
100,230,2,"""LV:%1%2d%2%s"" has been deleted."

100,231,0,I'm deleting soul.



#Equipment related
100,300,0,Please select the part you want to equip
100,300,1,
100,300,2,Cannot be equipped
100,300,3,The race is different
100,300,4,Occupation is different
100,300,5,Alignment is different
100,300,6,Maximum HP is not enough
100,300,7,Not enough maximum MP
100,300,8,Not enough parameters
100,300,9,Not enough soul rank
100,300,10,broken
100,300,11,Remove equipment
100,300,12,Not enough levels
100,301,0,Equipment
100,301,1,Avatar
100,301,2,status
100,301,3,profile
100,301,4,title
100,301,5,ability
100,301,6,attribute attribute
100,301,7,Soul
100,301,8,title
100,302,0,Total attack power of equipment
100,302,1,Total defense of equipment
100,302,2,"Total weight of currently equipped equipment \n (not including those not equipped) \n \nIf the equipment weight exceeds the maximum weight, \nmovement at the time of sword removal will be slow, and step movement will be \nn You will not be able to do it."
100,302,3,"It is a comprehensive evaluation of \n defensive strength based on your equipment and status. The lower the \n value, the better the evaluation."
100,303,0,%s has been missed because the equipment conditions are no longer met.

#Profile related
100,304,0,player
100,304,1,partner
100,304,20,+%d


#Mission related
100,310,0,Requester
100,310,1,level
100,310,2,Soul rank
100,310,3,Time limit
100,310,4,Reward
100,310,5,Choice reward
100,310,6,Target
100,310,7,Experience point
100,310,8,(remaining time
100,310,9,)
100,310,10,Prize money
100,310,11,Skill points
100,310,12,No quest name
100,310,13,Progress
100,310,14,Completion quest
100,310,15,This mission cannot be a bandoned
100,310,16,It's a soul-based mission.
100,310,17,%1%02d:%2%02d
100,310,18,Experience points and Gold%d times for mission rewards once a day!
100,310,19,item
100,310,20,AdPoint
100,310,21,Earn only once a day AdPoint up!
100,310,22,Earn AdPoints only once a day!
100,310,23,[Limited campaign reward multiplier up! !! !!]
100,310,24,Daily order limit
100,310,25,%1%d/%2%d
100,311,0,Orders received
100,311,1,Done
100,311,2,Cancel
100,311,3,Verification
100,311,4,Abandoned
100,311,5,quest
100,311,6,Mission
100,311,7,report
100,311,8,Valuables
100,311,9,Report and reorder
100,312,0,Would you like to order this mission?
100,312,1,Do you want to complete this mission?
100,312,2,This mission has already been ordered.
100,312,3,This mission has already been completed.
100,312,4,Do you want to abandon%s? \n All mission progress will be lost.
100,312,5,The order conditions are not met.
100,312,6,Elective reward not selected\n
100,312,7,Please choose what you want from the selection rewards
100,312,8,The quest failed
100,312,9,Mission failed
100,313,10,The number of mission orders has exceeded the upper limit.
100,313,11,The number of mission orders per soul has exceeded the upper limit.
100,313,12,The number of Rogue mission orders has exceeded the upper limit.
100,313,0,I have achieved my goal.
100,314,0,"The quest ""%s"" has failed."
100,314,1,"The mission ""%s"" has failed."
100,314,2,"Skipped the quest ""%s""."
100,315,0,Defeat%s
100,315,1,Collect%s
100,315,2,Head to the designated place
100,315,3,Untrap
100,315,4,Treasure chest opened
100,315,5,Check the specified location
100,315,6,Destroy the object
100,315,7,Talk to%s
100,315,8,Pass%2%s to%1%s
100,315,9,Target%s
100,315,10,Guard against%s attacks
100,315,11,Step
100,315,12,Skill chip placement
100,315,13,Skill acquisition
100,315,14,Register skills as shortcuts
100,315,15,Train%s
100,315,16,Get%s
100,315,17,Pass%2%s to%1%s
100,315,18,
100,315,19,Appraise%s
100,315,20,Repair%s
100,315,21,Install%s
100,315,22,Restore%s
100,315,23,Synthesize%s
100,315,24,Recover condition
100,315,25,Condition decreases
100,315,26,Touch the statue of the guardian
100,315,27,
100,315,28,Use%s
100,316,0,area
100,316,8,Pass%s
100,317,0,[%s]
100,317,1,%1%d/%2%d
100,317,2,Remaining time%s
100,318,0,There are no quests ordered
100,318,1,There are no missions ordered
100,318,2,Select a quest to view details
100,318,3,Select a mission to view details
100,318,4,Show completed items
100,318,5,There are no reportable missions
100,318,6,There are no quests that can be ordered
100,318,7,There are no missions that can be ordered
100,319,0,Gate clear
100,319,1,Defeat the Bad Rose Bandits
100,319,2,Defeat the monster hidden in the back of the Deltis Okura room
100,319,3,Defeat the monsters hidden behind the Aria River Reservoir
100,319,4,Defeat the monsters hidden on the 2nd floor of the old underground waterway
100,319,5,Defeat the monsters hidden on the 3rd floor of the old underground waterway
100,319,6,Defeat the monster that destroyed the investigation team
100,319,7,"Find a ""connoisseur"""
100,319,8,Search for and defeat Chimera
100,319,9,Stop the mysterious assailant from interfering
100,319,10,Capture the Innoverci priest
100,319,11,Explore trends in shards
100,319,12,Prevent the resurrection of the powerful dark angel of the dark round table
100,319,13,Rescue the Cardinal's son and daughter
100,319,14,Guide to the palace
100,319,15,Ask a key craftsman to create a key
100,319,16,Restore a secret crystal ball
100,319,17,Touch the lithograph in the back of the training facility
100,319,18,Clear Riddle
100,319,19,Clear the Guardians Gate
100,319,20,Light the fire of the guardian statue
100,319,21,Protect Kezena and collect the wand of fluctuations
100,319,22,Prevent Sharde from resurrection of Harcia's sword
100,319,23,Revive and protect Harcia's sword
100,319,24,Subdue the dark angel that appeared in the deepest part
100,319,25,Search for and rescue people in need
100,319,26,Collect the mined ore and store it in the barn
100,319,27,Find an incident in the square where heroes gather
100,319,28,Look for changes in the free and busy market
100,319,29,Find the alleys of those who have accepted the darkness
100,319,30,Look for the darkness of knowledge and quest
100,319,31,Inquire about Bersch and Sharde
100,319,32,Clear stage 1
100,319,33,Clear stage 2
100,319,34,Complete stage 3
100,319,35,Clear the area
100,319,36,Escort Bersch to the entrance to the Labyrinth of Sharde
100,319,37,Prevent the resurrection of the shard
100,319,38,Install the flag
100,319,39,Investigate the new depths of the Mad King's Trial Ground

#Filter setting related
100,320,0,display
100,320,1,pocket
100,320,2,Hide
100,320,10,Main log
100,320,11,Sublog

100,321,0,Maximum number of lines displayed in the main log
100,321,1,Minimum number of lines to display
100,321,2,Display time
100,321,10,Maximum number of lines displayed in the pocket log
100,321,11,Minimum number of lines to display
100,321,12,Display time
100,321,20,∞
100,321,30,Maximum number of lines to display sublog
100,321,31,Minimum number of lines to display
100,321,32,Display time

100,322,0,Setting

100,323,0,Message filter settings
100,323,1,Message display color setting

#escape
100,330,0,Escape in%2d seconds
100,330,1,It will be canceled if you move or take damage


# Trap related
100,340,0,Identification rate
100,340,1,I messed up!
100,340,2,Time limit
100,340,3,%s?
100,340,4,Oops!%s
100,340,5,%d seconds
100,340,6,Skill description
100,340,7,Release%s
100,341,0,Release the trap
100,341,1,Go away
100,341,2,Trap release skill
100,341,3,Unlocking success rate
100,341,4,Unknown because not investigated
100,341,5,%d%



#LootChr,CollectDeadChrWindow related,,
100,350,0,Get all
100,350,1,Collect the corpse
100,350,2,I'm getting%s ...
100,350,3,There is nothing that can be routed.
100,350,4,I was robbed of%s!
100,350,5,The inventory is full.
100,350,6,There are no items.
100,350,7,Would you like to collect the corpse of%s?
100,350,8,The corpse is protected by a ghost and cannot be dealt with.
100,350,9,%s tried to retrieve your corpse \n but refused. \nYou can allow the collection from the corpse collection permission change in the main menu.
100,350,10,The corpse was recovered and attached to the ghost of \n%s.
100,350,11,Your corpse has been recovered and attached to \n%s.
100,350,12,"%s canceled the corpse collection, so \ndropped the collected corpse."
100,350,13,Someone seems to be trying to recover ...
100,350,14,Do you accept the recovery of \n corpses from%s?
100,350,15,Currently <color NOTICE>%1%s </color>. \n Do you want to change it to <color NOTICE>%2%​​s </color>?
100,350,16,Allow collection
100,350,17,Refuse to collect
100,350,18,%s of the corpse
100,350,19,Would you like to restore the recovered corpse and return to the soul state?
100,350,20,Recovery has been disabled.
100,350,21,There are no collectors.
100,350,22,It is protected by a mysterious power.
100,350,23,There is no corpse.
100,350,24,The distance is out of reach of the corpse.
100,350,25,The soul seems to have been saved ...
100,350,26,The soul seems to have been lost ...
100,350,27,No more can be collected.
100,350,28,The time limit to see the contents of the corpse has passed.
100,350,29,The corpse was recovered by someone.
100,350,30,I can't see the contents because the corpse is out of reach.
100,350,31,It takes%d seconds to open the corpse inventory.
100,350,32,%s \n corpse is being recovered.
100,350,33,Stealing an item from a corpse is a criminal offense. \n Do you still do it?
100,350,34,You cannot route \n from a corpse killed by a player who is 20 or more levels away.
100,350,35,The corpse is logged out and cannot be recovered.
100,350,36,An attempt to retrieve the corpse of%s \n was rejected.
100,350,37,%s has canceled the recovery of your corpse.
100,350,38,%1%s carried the corpse of%2%s to the temple.
100,350,39,Carried the corpse of%s to the temple.
100,350,40,%s corpse recovery has been canceled\n.
100,350,41,Error notification from SV
100,350,42,This item cannot be routed.
100,350,43,Could not route.
100,350,44,(Recovery is disabled)
100,350,45,(The collector disappeared)
100,350,46,The corpse could not be accessed.
100,350,47,%1%s%2%s stolen%3%s%4%s!
100,350,48,%d
100,350,49,Corpse recovery -%s-
100,350,50,The corpse is being revived and cannot be recovered.
100,350,51,Set to%s of corpse.
100,350,52,"The corpse is being accessed by another character, so \nthe corpse inventory cannot be opened."
100,350,53,The soul is about to revive ...
100,350,54,%1%s is trying to steal%2%s!
100,350,55,"Currently, we are in the beginner protection period, so we cannot steal items from others."
100,350,56,You cannot steal items from this player because you are a player under beginner protection.
100,350,57,It is%d seconds until the balance can be used.
100,350,58,%1%s gave up taking%2%s.
100,350,59,The corpse is out of reach and cannot be recovered.
100,350,60,I stole%1%s by%2%s!
100,350,61,It was canceled because the collector's line was disconnected.
100,350,62,Corpses cannot be recovered on the current map.
100,350,63,The distance is out of reach of your corpse.
100,350,64,The looting was interrupted due to the attack.
100,350,65,The route was canceled because the item cannot be placed in the specified slot.
100,350,66,The corpse was protected.
100,351,0,%s is collecting the corpse.
100,351,1,Someone is fishing your corpse.
100,352,0,List of people to be collected
100,352,1,Lv%02d
100,352,2,%s \n Would you like to retrieve this corpse?
100,352,10,Choose the corpse to throw away.
100,352,11,Do you want to throw away the corpse of%s?
100,352,20,%1%s%2%s%3%s Lv%4%02d
100,355,0,Revive
100,355,1,Stop
100,355,2,Items to be weighed
100,355,3,Items from Morgue
100,355,4,Dedicate money
100,355,5,Please enter the amount to be dedicated
100,356,0,Hallelujah!
100,356,1,Light in front of the wind
100,356,2,Do you believe in miracles?
100,356,3,Not a possibility! It's important to believe!
100,356,4,"If you don't try anything, you can't move on!"
100,356,5,Five-minute soul
100,356,6,Don't be afraid to fail!
100,356,7,The goddess is not pessimistic even if she is not smiling
100,356,8,The goddess should be smiling
100,356,9,The goddess is smiling
100,356,10,Blessed and strong soul
100,356,11,Those who oppose fate with strong beliefs
100,356,12,Immortal soul
100,356,13,Approximately 1%
100,356,14,Approximately 10%
100,356,15,Approximately 20%
100,356,16,Approximately 30%
100,356,17,Approximately 40%
100,356,18,Approximately 50%
100,356,19,Approximately 60%
100,356,20,Approximately 70%
100,356,21,Approximately 80%
100,356,22,Approximately 85%
100,356,23,Approximately 90%
100,356,24,Approximately 95%
100,356,25,100%
100,356,26,If you fail
100,356,27,Will be.
100,356,28,To do.
100,356,29,Basic resuscitation rate
100,356,30,penalty
100,356,31,Dedicated item
100,356,32,Resurrection success rate
100,356,33,The revival rate changes when you give your belongings or money.
100,356,34,%s G
100,356,35,%d%
100,356,36,-%d%
100,356,37,+%d%
100,356,38,%d%
100,356,39,Medal with Diment
100,356,40,Buy a tribute
100,357,0,Status:
100,357,1,cadaver
100,357,2,Corruption 1
100,357,3,Corruption 2
100,357,4,Ash
100,357,5,lost
100,357,10,It was resurrected.
100,357,11,I died.
100,357,12,It has rotted.
100,357,13,It has rotted.
100,357,14,It became ashes.
100,357,15,Lost.
100,358,0,Balance value:
100,358,1,provider:
100,358,2,Amount devoted:
100,358,3,☆
100,358,4,★
100,358,10,Show all your belongings
100,358,11,Show weapons
100,358,12,Show armor
100,358,13,Show item
100,359,0,"If the character fails to revive in the ashes state, the character will be lost and can never be used again. \n Also, all items owned by the character (including chargeable items) will be lost. \n \n Do you want to revive?"
100,359,1,Do you want to stop the resurrection?
100,359,2,Dedicate your belongings
100,359,3,Dedicate your money
100,359,4,close
100,359,5,I don't have enough money.
100,359,6,There are no items.
100,359,7,I have already opened the balance of my soul.
100,359,8,An error has occurred
100,359,9,Up to 5 items can be dedicated to the balance.
100,359,10,This item has already been dedicated.
100,359,11,Cursed equipment that the corpse is equipped with cannot be dedicated.
100,359,12,Unidentified items cannot be dedicated.
100,359,13,Items that cannot be destroyed cannot be dedicated.
100,359,14,Items on sale at stalls cannot be dedicated.
100,359,15,"Resurrection success rate is not 100%! \n \nSince it is revived from ashes, it will be ""lost if it fails"". \nAre you sure you want to resurrect it as it is?"


#Storage related
100,360,0,Please select the item you want to deposit.
100,360,1,We collected%1%s and%2%d.
100,360,2,Deposited%s.
100,360,3,%1%s ×%2%d
100,360,4,You will not be able to move to the special cloakroom because the Diment Medal has expired.
100,361,0,Please select the item to with draw.
100,361,1,%1%s was withdrawn by%2%d.
100,361,2,Withdrawn%s.
100,362,0,You can switch between inventory and warehouse with L1/R1
100,362,1,Deposit gold
100,362,2,Withdraw gold
100,362,3,Sort in inventory
100,362,4,Sort in the warehouse
100,362,5,There is no space in the warehouse.
100,362,6,Items that are equipped cannot be bonded
100,362,7,There is no free inventory.
100,363,0,How many do you want to with draw?
100,363,1,How many do you deposit?
100,363,2,How much do you want to with draw?
100,363,3,How much do you deposit?
100,365,0,Deposit amount
100,365,1,What is the deposit amount?
100,365,2,What is the withdrawal amount?
100,365,3,I collected%dG.
100,365,4,Withdrawn%dG.
100,365,5,Not enough space
100,365,6,Only the expansion frame can be replaced.
100,366,0,Deposit money
100,366,1,Withdraw money
100,366,2,sort
100,366,3,Search reset
100,367,0,Main
100,367,1,Expansion I
100,367,2,Expansion II
100,367,3,Expansion III
100,367,4,Special
100,367,5,Expansion IV
100,367,6,Expansion V
100,367,7,Expansion VI
100,367,8,Expansion VII
100,367,9,Expansion VIII
100,367,10,Expansion IX
100,367,11,Expansion X
100,367,12,Expansion XI
100,367,13,Expansion XII
100,367,14,Expansion XⅢ
100,367,15,Expansion X XⅩⅣ
100,367,16,Expansion XV
100,367,17,Expansion X VI VI
100,367,101,Expansion 1
100,367,102,Expansion 2
100,367,103,Expansion 3
100,367,104,Expansion 4
100,367,105,Expansion 5
100,367,106,Expansion 6
100,367,107,Expansion 7
100,367,108,Expansion 8
100,367,109,Expansion 9
100,367,110,Expansion 10
100,367,111,Expansion 11
100,367,112,Expansion 12
100,367,113,Expansion 13
100,367,114,Expansion 14
100,367,115,Expansion 15
100,367,116,Expansion 16
100,367,117,Expansion 17
100,367,118,Expansion 18
100,367,119,Expansion 19
100,367,120,Expansion 20
100,367,121,Expansion 21
100,367,122,Expansion 22
100,367,123,Expansion 23
100,367,124,Expansion 24
100,367,125,Expansion 25
100,367,126,Expansion 26

100,368,0,rename
100,368,1,Expand
100,368,2,Automatic sorting
100,368,3,Enter a search keyword ...
100,368,4,search results
100,368,5,%1%d/%2%d
100,368,6,Medal with Diment
100,368,7,Please enter the name of the list
100,368,8,Petit Royal Shop

100,368,100,Head
100,368,101,Torso
100,368,102,leg
100,368,103,arm
100,368,104,leg
100,368,105,Cloak
100,368,106,ring ring
100,368,107,Earrings
100,368,108,Necklace
100,368,109,band

#TradeWindow related
100,370,0,trade
100,370,1,Please show the item to trade
100,370,2,Waiting for the other party's presentation
100,370,3,Waiting for the other party's decision
100,370,4,"Representation was chosen, please present the item to trade"
100,370,5,"If there is no problem with the content presented by the other party, please close the trade"
100,371,0,OK
100,371,1,Transaction details presentation
100,371,2,Cancellation
100,371,3,Represent
100,371,4,Exchange established
100,371,5,email
100,371,6,Reject
100,371,7,Content reset
100,372,0,G
100,372,1,Do you want to trade with this content?
100,372,2,How many do you want to exchange?
100,373,0,I don't have enough money
100,373,1,The amount of money you have in%s exceeds the upper limit.
100,373,2,Insufficient inventory for%s
100,374,0,%s applied for \n trade
100,374,1,Do you want to stop trading?
100,374,2,You cannot get gold that exceeds the maximum amount of money you have.
100,374,3,Insufficient inventory
100,374,4,Please set the amount
100,375,0,I approached%s to trade and wait for the other party's reaction
100,375,1,Trade with%s has been canceled
100,375,2,Canceled trading with%s
100,375,3,The trade with%s was successful.
100,375,4,%s is offline
100,376,0,%d seconds remaining

#Skill board related
100,400,0,Skill points:%d
100,400,1,Skill placement
100,400,2,Skill details
100,401,0,Insufficient skill board level
100,401,1,"* If you do not meet the skill level, you will not be able to place \n"
100,401,2,Cannot overwrite because the currently deployed skill is \nacquired
100,401,3,Skills have already been placed
100,401,4,* Skills other than special power can only be placed up to \n
100,401,5,Not enough points required for placement
100,401,6,"* If there are two or more adjacent skills, \n 10 points will be charged for each skill."
100,401,7,Do you want to place it in this place?
100,401,8,Skill points%d consumed
100,401,9,Overwrite currently deployed skills
100,401,10,Placed%s
100,401,11,Not enough points to acquire skills
100,401,12,Not mastered in your current profession
100,401,13,There are no acquired skills in the adjacent square
100,401,14,Do you want to learn%s?
100,401,15,Mastered%s
100,401,16,What do you do with%s?
100,401,17,Skills are not available \nAre you really okay with the placement?
100,401,18,Contains skills that cannot be used even if inherited.
100,402,0,List of acquired skills
100,402,1,all
100,402,2,Attack system
100,402,3,Defensive system
100,402,4,Recovery system
100,402,5,Resuscitation system
100,402,6,Auxiliary system
100,402,7,Interfering system
100,402,8,Other
100,402,9,undefined
100,402,10,Unlearned
100,403,0,Do you want to open the skill board?
100,403,1,I don't have a skill chip item
100,403,2,To learn
100,403,3,Overwrite
100,403,4,Cancel
100,403,5,OK
100,403,6,Reselect
100,405,0,Skill points
100,405,1,%d pt
100,405,2,Inheritance skills
100,405,3,Total skill levels that can be inherited
100,405,4,Total current skill level
100,405,5,Do you remember this skill?
100,405,6,Skill points are required for acquisition
100,405,7,Would you like to level up this skill?
100,405,8,Skill points to level up
100,405,9,Is required
