#ID,Type,Name [JA],Name [EN],Rarity,Grade,Physical,Magical,Range Distance,Special Performance,Durability,Hardness,Weight,Slash,Strike,Pierce,checkup,Bonus Tolerance,FIG,THI,MAG,PRI,SAM,NIN,BIS,LOR,CLO,ALC,Occupations,HP,MP,STR,VIT,DEX,AGI,INT,PIE,LUK,Poison,Paralysis,Stone,Faint,Blind,Sleep,Silent,Charm,Confus ,Fear,Fire Def,Water Def,Wind Def,Earth Def,Light Def,Dark Def,Fire Atk,Water Atk,Wind Atk,地攻,光攻,闇攻,Sellable,Tradable,NEW,Lootable,Blessable,Cursable,Lower Limit,Upper Limit,Requirements,When Equipped [JA],When equipped [EN],Positive Effect,Abnormal State [JA],Abnormal State [EN],Abnormal State [JA] (text),Abnormal State [EN] (text),Status Effect,Comment [JA],Comment [EN],Obtained [JA],Obtained [EN],Note [JA],Note [EN],Collation [JA],Collation [EN],Evidence
301501,Legs,シャドウフォールド,Shadow Fold,Master,11,62,9,0,0,36,5,2.6,40,30,30,ok,37,1,0,0,0,0,0,0,1,1,0,385,30,0,3,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,-1,,,,FALSE,,,,,0%,,,,,,,,,E
301502,Legs,オブシダンフォールド,Of Dan Fold,Master,15,55,36,0,0,36,5,2.5,40,30,30,ok,39,1,0,0,0,0,0,0,1,1,0,385,20,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,40,-1,,,,FALSE,,,,,0%,,,,,,,,,E
301504,Legs,フロンティアフォールド,Frontier Fold,Normal,19,92,39,0,0,36,5,4.2,40,30,30,ok,-1,1,0,0,0,0,0,0,1,1,0,385,35,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,48,-1,,,,FALSE,,,,,0%,,,,,,,,,
301505,Legs,ラッシュフォールド,Rush Fold,Normal,24,135,54,0,0,36,5,2.7,40,30,30,ok,33,1,0,0,0,0,0,0,1,1,0,385,40,0,5,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,,,FALSE,,,,,0%,,,,,,,,,E
301601,Legs,ゴールドチェーンレギンス,Gold Chain Leggings,Master,11,56,11,0,0,30,2,2.1,40,40,20,ok,-1,1,0,0,1,1,0,1,1,1,0,473,30,0,0,2,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,-1,,,,FALSE,,,,,0%,,,,,,,,,
301602,Legs,ヴィーラントレギンス,Wieland leggings,Normal,18,71,30,0,0,30,2,2.1,40,40,20,ok,-1,1,0,0,1,1,0,1,1,1,0,473,15,15,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,46,-1,,,,FALSE,,,,,0%,,,,,,,,,
301604,Legs,リリーフレギンス,Relief leggings,Normal,24,124,53,0,0,30,2,2.1,40,40,20,ok,33,1,0,0,1,1,0,1,1,1,0,473,20,20,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,,,FALSE,,,,,0%,,,,,,,,,E
301701,Legs,ネグロレギンス,Negro leggings,Master,24,142,60,0,0,29,2,1.5,40,40,20,ok,43,1,0,0,1,1,0,1,1,1,0,473,60,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,背面でのハードヒット率上昇,Increase in hard hit rate of the back,TRUE,,,,,0%,,,,,,,,,E
301901,Legs,リベットキュイス,Rivet Kyuisu,Master,13,68,3,0,0,24,4,2,40,30,30,ok,38,1,0,0,0,0,0,0,1,1,0,385,30,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,36,-1,,,,FALSE,,,,,0%,,,,,,,,,E
301902,Legs,ズィミナキュイス,Zuiminakyuisu,Master,26,190,74,0,0,24,4,5.1,40,30,30,ok,44,1,0,0,0,0,0,0,1,1,0,385,100,0,9,8,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,62,-1,,両手剣・両手斧装備時物理攻撃力上昇,"Both hands sword, both hatchet equipment during physical attack force increase",TRUE,,,,,0%,,,,,,,,,E
301903,Legs,【夢魔の】 リベットキュイス,[Of Muma rivet Kyuisu,Master,13,68,3,0,0,24,4,2,40,30,30,ok,38,1,0,0,0,0,0,0,1,1,0,385,30,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,36,-1,,,,FALSE,,,,,0%,,,,,,,,,
301904,Legs,グラビティキュイス,Gravity Kyuisu,Master,22,128,50,0,0,24,4,19,40,30,30,ok,-1,1,0,0,0,0,0,0,1,1,0,385,70,0,4,13,-2,-2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,54,-1,,重量による物理防御力上昇,Physical defense force increase due to the weight,TRUE,,,,,0%,,,,,,,,,A
302001,Legs,ディクライアレギンス,Di client leggings,Master,13,61,12,0,0,26,2,1.5,40,30,30,ok,-1,1,0,0,1,1,0,1,1,1,0,473,10,20,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,36,-1,,,,FALSE,,,,,0%,,,,,,,,,
302002,Legs,【夢魔の】 ディクライアレギンス,[Of Muma] di client leggings,Master,13,61,12,0,0,26,2,1.5,40,30,30,ok,-1,1,0,0,1,1,0,1,1,1,0,473,10,20,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,36,-1,,,,FALSE,,,,,0%,,,,,,,,,
302004,Legs,オーグメントレギンス,Oh segment leggings,Other,1,235,98,0,0,26,2,1.5,40,30,30,ok,0,1,0,0,1,1,0,1,1,1,0,473,60,10,3,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,40,-1,,,,FALSE,,,,,0%,,,[キャンペーン] ラストカムバック・新規登録キャンペーン,[Campaign] last comeback and new registration campaign,[ジェムソケット固定] △○◇,[Gem socket retaining] △ ○ ◇,,,E
302101,Legs,ブラッディーブレエット,Bloody shake Ett,Master,14,67,24,0,0,30,5,3.5,40,30,30,ok,38,1,0,0,0,0,0,0,1,1,0,385,100,100,0,0,0,0,0,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,38,-1,,詠唱速度低下,Decrease in casting speed,FALSE,,,,,0%,,,,,,,,,E
302102,Legs,シュラレギンス,Shura leggings,Master,19,93,39,0,0,30,5,3.5,40,30,30,ok,41,1,0,0,1,1,0,1,1,1,0,473,40,0,4,0,2,0,4,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,48,-1,,攻撃系スキル消費 OD 減少,Offensive skill consumption OD decrease,TRUE,,,,,0%,,,,,,,,,E
309101,Legs,Koj'sキュイス【レプリカ】,Koj's Kyuisu [replica],Legend,1,0,0,0,0,24,4,2,40,30,30,ok,-1,1,1,1,1,1,1,1,1,1,1,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,-1,,,,FALSE,,,,,0%,嘗て伝説の宝石の騎士が身に着けていた<br>と言われる鎧のレプリカのようだ。,The former seems to be armor replica of the knight of the jewel of the legend is said to <br> was wearing.,,,,,,,A
309901,Legs,へっぴり腰のキュイス,Kyuisu of Heppirigoshi,Poor,1,1,0,0,0,4,4,2.5,40,30,30,ok,-1,1,0,0,0,0,0,0,1,1,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,-1,,STR 低下,STR decline,FALSE,,,,,0%,,,,,,,,,A
310101,Legs,レザースロップス,Leather slop scan,Normal,1,5,3,0,0,20,1,1.4,30,30,40,ok,-1,1,1,0,0,1,1,0,1,1,1,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,-1,,,,FALSE,,,,,0%,,,,,,,,,
310105,Legs,頑丈なレザースロップス,Sturdy leather slop scan,Normal,2,8,3,0,0,25,3,1.3,30,30,40,ok,-1,1,1,0,0,1,1,0,1,1,1,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,-1,SR 2,,,FALSE,,,,,0%,,,,,,,,,
310107,Legs,エオンスロップス,Eonsuroppusu,Master,20,98,46,0,0,25,3,1.4,30,30,40,ok,-1,1,1,0,0,1,1,0,1,1,1,947,45,0,0,-3,5,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,50,-1,,旋回移動速度上昇,Turning movement speed increase,TRUE,,,,,0%,,,,,,,,,
310108,Legs,イリュージョンパンツ,Illusion pants,Normal,21,91,45,0,0,20,2,1.6,30,30,40,ok,-1,1,1,0,0,1,1,0,1,1,1,947,30,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,52,-1,,,,FALSE,,,,,0%,,,,,,,,,A
310301,Legs,ハードボトムズ,Hard Bottoms,Normal,8,42,13,0,0,25,2,1.4,40,30,30,ok,25,1,1,0,0,1,1,0,1,1,1,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 8,,,FALSE,,,,,0%,,,,,,,,,E
310306,Legs,希望のハードボトムズ,Of hope hard Bottoms,Good,9,43,14,0,0,25,2,1.4,40,30,30,ok,-1,1,1,0,0,1,1,0,1,1,1,947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,24,-1,,,,FALSE,,,,,0%,,,,,,,,,
310307,Legs,駿足のハードボトムズ,Shunsoku hard of Bottoms,Master,10,45,15,0,0,25,2,1.4,40,30,30,ok,-1,0,1,0,0,1,1,0,0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,27,-1,,移動速度上昇,Increased movement speed,TRUE,,,,,0%,,,,,,,,,
310308,Legs,フォースボトムズ,Force Bottoms,Normal,16,59,25,0,0,25,2,1.3,40,30,30,ok,29,1,1,0,0,1,1,0,1,1,1,947,20,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,42,-1,,,,FALSE,,,,,0%,,,,,,,,,E
310309,Legs,デモニックボトムズ,Demonic Bottoms,Master,16,71,28,0,0,25,2,1.4,40,30,30,ok,-1,1,1,0,0,1,1,0,1,1,1,947,30,20,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,42,-1,,物理攻撃力上昇,Physical attack power rise,TRUE,,,,,0%,,,,,,,,,
310310,Legs,マイグラトリボトムズ,My Guratori Bottoms,Master,24,144,74,0,0,25,2,1.4,40,30,30,ok,43,0,1,0,0,1,1,0,0,0,1,562,80,0,4,0,9,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,スタント,Stunt,TRUE,,,,,0%,,,,,,,,,E
310311,Legs,ソニオボトムズ,Soniobotomuzu,Normal,25,136,69,0,0,25,2,1.6,40,30,30,ok,34,1,1,0,0,1,1,0,1,1,1,947,45,0,0,0,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,60,-1,,,,FALSE,,,,,0%,,,,,,,,,E
310401,Legs,ストロングスロップス,Strong slop scan,Normal,3,10,4,0,0,22,2,1.4,30,30,40,ok,-1,1,1,0,0,1,1,0,1,1,1,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 3,,,FALSE,,,,,0%,,,,,,,,,
310403,Legs,エアキャリースロップス,Air carry slop scan,Normal,14,52,22,0,0,35,1,1.4,30,30,40,ok,-1,1,1,0,0,0,1,0,1,1,1,931,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,2,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,38,-1,,,,FALSE,,,,,0%,,,,,,,,,
310406,Legs,頑丈なストロングスロップス,Rugged Strongsville drop scan,Normal,3,16,6,0,0,22,2,1.4,30,30,40,ok,-1,1,1,0,0,1,1,0,1,1,1,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 3,,,FALSE,,,,,0%,,,,,,,,,
310407,Legs,盗賊のストロングスロップス,Thieves Strong slop scan,Normal,4,21,8,0,0,22,2,1.4,30,30,40,ok,23,1,1,0,0,1,1,0,1,1,1,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 4,,,FALSE,,,,,0%,,,,,,,,,E
310408,Legs,ティーボトムズ,Tea Bottoms,Master,19,91,42,0,0,22,2,1.4,30,30,40,ok,41,1,1,0,0,1,1,0,1,1,1,947,0,30,0,0,5,5,3,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,48,-1,,,,FALSE,,,,,0%,,,,,,,,,E
310501,Legs,ローグタイツ,Rogue tights,Good,5,27,10,0,0,30,2,1.5,30,30,40,ok,29,1,1,0,0,1,1,0,1,1,1,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 5,,,FALSE,,,,,0%,,,,,,,,,E
310505,Legs,疾風のローグタイツ,Gale Rogue tights,Good,7,38,11,0,0,30,2,1.5,30,30,40,ok,-1,1,1,0,0,1,1,0,1,1,1,947,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 7,,,FALSE,,,,,0%,,,,,,,,,
310506,Legs,頑丈なローグタイツ,Rugged Rogue tights,Normal,6,32,11,0,0,30,2,1.5,30,30,40,ok,-1,1,1,0,0,1,1,0,1,1,1,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 6,,,FALSE,,,,,0%,,,,,,,,,
310507,Legs,盗賊のローグタイツ,Thieves Rogue tights,Normal,7,37,12,0,0,30,2,1.5,30,30,40,ok,-1,1,1,0,0,1,1,0,1,1,1,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 7,,,FALSE,,,,,0%,,,,,,,,,
310508,Legs,カヤナイトタイツ,Kaya Night tights,Good,15,61,16,0,0,30,2,1.5,30,30,40,ok,-1,1,1,0,0,1,1,0,1,1,1,947,20,10,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,40,-1,,,,FALSE,,,,,0%,,,,,,,,,
310509,Legs,ストレイタイツ,Stray tights,Master,18,81,37,0,0,30,2,1.5,30,30,40,ok,-1,1,1,0,0,1,1,0,1,1,1,947,30,0,0,0,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,46,-1,,プロテクション,protection,TRUE,,,,,0%,,,,,,,,,
310510,Legs,ラクスパーボトムズ,Lacus par Bottoms,Normal,18,71,32,0,0,30,2,1.5,30,30,40,ok,-1,1,1,0,0,1,1,0,1,1,1,947,20,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,46,-1,,,,FALSE,,,,,0%,,,,,,,,,
310511,Legs,ヴロットタイツ,Vurottotaitsu,Normal,20,89,41,0,0,30,2,1.5,30,30,40,ok,-1,1,1,0,0,1,1,0,1,1,1,947,25,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,50,-1,,,,FALSE,,,,,0%,,,,,,,,,
310512,Legs,デサフィオタイツ,Desa Fio tights,Normal,24,120,60,0,0,30,2,1.5,30,30,40,ok,33,1,1,0,0,1,1,0,1,1,1,947,40,0,0,0,3,1,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,,,FALSE,,,,,0%,,,,,,,,,E
310513,Legs,ハキームタイツ,Hakeem tights,Normal,26,148,75,0,0,30,2,1.6,30,30,40,ok,34,1,1,0,0,1,1,0,1,1,1,947,50,0,1,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,62,-1,,,,FALSE,,,,,0%,,,,,,,,,E
311001,Legs,レンジャーズスロップス,Rangers slop scan,Good,11,47,17,0,0,25,2,1.3,40,30,30,ok,32,1,1,0,0,1,1,0,1,1,1,947,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,-1,,,,FALSE,,,,,0%,,,,,,,,,E
311002,Legs,軽量化レンジャーズスロップス,Lighter Rangers slop scan,Good,12,49,18,0,0,25,2,1.1,40,30,30,ok,-1,1,1,0,0,1,1,0,1,1,1,947,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,33,-1,,,,FALSE,,,,,0%,,,,,,,,,
311003,Legs,ディライトボトムズ,Delight Bottoms,Normal,19,80,36,0,0,35,2,1.3,40,30,30,ok,-1,1,1,0,0,1,1,0,1,1,1,947,25,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,48,-1,,,,FALSE,,,,,0%,,,,,,,,,
311004,Legs,ドーンパンツ,Dawn pants,Normal,22,99,49,0,0,25,2,1.6,30,30,40,ok,-1,1,1,0,0,1,1,0,1,1,1,947,35,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,54,-1,,,,FALSE,,,,,0%,,,,,,,,,A
311101,Legs,バンディットボトムズ,Bandit Bottoms,Master,14,63,24,0,0,25,3,1.6,40,30,30,ok,-1,0,1,0,0,0,1,0,0,1,1,802,30,0,0,0,3,3,0,0,2,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,38,-1,,ゴールド取得量上昇,Gold acquisition amount rises,TRUE,,,,,0%,,,,,,,,,
311102,Legs,ハインドランスタイツ,Hind lance tights,Master,21,105,52,0,0,25,3,1.4,30,30,40,ok,-1,1,1,0,0,1,1,0,1,1,1,947,60,0,5,0,7,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,52,-1,,側面でのハードヒット率上昇,Increase in hard hit rate of the side,TRUE,,,,,0%,,,,,,,,,A
311103,Legs,グランツレギンス,Grants leggings,Normal,23,110,46,0,0,25,2,2.5,40,30,30,ok,33,1,0,0,1,1,0,1,1,1,0,473,30,10,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,56,-1,,,,FALSE,,,,,0%,,,,,,,,,E
311201,Legs,フォーチュンレギンス,Fortune leggings,Master,11,53,20,0,0,28,2,1.5,40,30,30,ok,-1,1,1,0,0,1,1,0,1,1,1,947,10,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,-1,,,,FALSE,,,,,0%,,,,,,,,,
311202,Legs,レヴェリーケックス,Les Very Keck scan,Normal,23,107,53,0,0,28,2,1.7,40,30,30,ok,33,1,1,0,0,1,1,0,1,1,1,947,40,0,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,56,-1,,,,FALSE,,,,,0%,,,,,,,,,E
311203,Legs,トリックレギンス,Trick leggings,Normal,24,121,61,0,0,28,2,1.5,40,30,30,ok,33,1,1,0,0,1,1,0,1,1,1,947,20,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,,,FALSE,,,,,0%,,,,,,,,,E
311204,Legs,スプリングタイツ,Spring tights,Master,26,170,87,0,0,28,2,1.5,40,30,30,ok,44,1,1,0,0,1,1,0,1,1,1,947,80,0,0,0,10,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,62,-1,,スプリングブースター,Spring booster,TRUE,,,,,0%,,,,,,,,,E
311301,Legs,デザイアボトムズ,Desire Bottoms,Master,17,76,34,0,0,25,2,1.6,40,30,30,ok,-1,1,1,0,0,1,1,0,1,1,1,947,35,15,0,0,4,1,2,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,44,-1,,現在 HP による物理防御力上昇,Physical defense force increase by HP now,TRUE,,,,,0%,,,,,,,,,
311501,Legs,ローヴァータイツ,Low Vernon tights,Master,15,67,26,0,0,28,3,1.5,40,30,30,ok,39,0,1,0,0,0,1,0,0,1,1,802,50,10,0,0,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,40,-1,,クリティカル耐性上昇,Critical increased resistance,TRUE,,,,,0%,,,,,,,,,E
311502,Legs,茨避のスロップス,Suroppusu of Ibara避,Master,22,114,57,0,0,28,3,1.4,30,30,40,ok,42,1,1,0,0,1,1,0,1,1,1,947,60,0,0,0,8,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,54,-1,,ダンジョントラップのダメージ減少,Damage reduction of dungeon trap,TRUE,,,,,0%,,,,,,,,,E
311503,Legs,フェイリヤズボン,Faye rear pants,Master,23,124,62,0,0,28,3,1.5,30,30,40,ok,43,1,1,0,0,1,1,0,1,1,1,947,80,0,0,2,7,8,4,1,4,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,56,-1,,側面・背面時被ハードヒット率低下,The event of a side-back decrease in the hard hit rate,TRUE,,,,,0%,,,,,,,,,E
311504,Legs,エンハンスボトムズ,Enhanced Bottoms,Master,25,155,79,0,0,28,3,2,30,30,40,ok,44,1,1,0,0,1,1,0,1,1,1,947,85,0,4,0,9,9,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,60,-1,,OD 回復力・自然回復上限値上昇,OD resilience and natural recovery upper limit rise,TRUE,,,,,0%,,,,,,,,,E
319002,Legs,クウントータイツ,Kuuntotaitsu,Master,13,58,21,0,0,25,2,1.6,30,30,40,ok,38,1,1,0,0,1,1,0,1,1,1,947,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,36,-1,,移動速度上昇,Increased movement speed,TRUE,,,,,0%,,,,,,,,,E
319003,Legs,ヴルァイマボトムズ,Võru § timer Bottoms,Good,17,64,30,0,0,25,2,1.6,30,30,40,ok,-1,1,1,0,0,1,1,0,1,1,1,947,25,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,44,-1,,,,FALSE,,,,,0%,,,,,,,,,
