#id,item_type,quality,_?????_???????,?????????,3,es_hand_r,es_hand_l,es_quiver,?????,?????,?????,??????,??????,??????,?????,es_?????,??_?????,?????,es_??????,es_avatar_head,es_avatar_body,es_avatar_legs,es_avatar_arms,es_avatar_feet,es_avatar_mantle,req_hum_m,req_hum_f,req_elf_m,req_elf_f,req_dwf_m,req_dwf_f,req_por_m,req_por_f,req_gnm_m,req_gnm_f,???????,req_thief,req_mage,????,??_???,req_neutral,??_??,40,41,req_str,req_vit,req_dex,req_agi,req_int,req_pie,req_luk,req_soul_rank,??????,?????,51,52,53,???????,???????,?????,56,pdef_fire,pdef_water,pdef_wind,pdef_earth,pdef_light,pdef_dark,63,64,65,matk_fire,????????,matk_wind,matk_earth,??????,matk_dark,72,73,74,75,76,??_hp,??_mp,??_str,??_vit,??_dex,??_agi,??_int,????,??_luk,res_poison,res_paralyze,????,res_faint,??_?????,res_sleep,??_?????,??????,res_confusion,????,96,????????,status_percent,????????,?????????,??????,102,103,104,????????,no_storage,no_discard,?????,????,?????????,??????,????????,??,????,?????118,?????119,?????120,?????121,?????122,?????123,?????124,?????125,?????126,?????127,?????128,?????129,?????130,??????,req_ninja,req_bishop,req_lord,?????135,?????136,?????137,?????138,?????139,?????140,req_???,req_alchemist,??,??,?????ID,????,???,??
420305,GLOVES,NORMAL,??????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,30,40,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420302,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,4,1,0,4,12,0.3
420306,GLOVES,NORMAL,?????????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,30,40,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420302,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,4,1,0,7,14,0.3
420307,GLOVES,MASTER,?????????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,38,0,,,30,40,30,,0,0,0,0,0,0,,,,3,3,3,3,3,0,,,,,,20,20,0,0,0,0,4,4,0,0,0,0,0,0,0,5,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420302,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,14,1,0,29,30,0.3
420308,GLOVES,NORMAL,?????????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,27,0,,,30,40,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420302,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,10,1,0,18,21,0.3
420309,GLOVES,GOOD,???,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,40,0,,,30,40,30,,0,0,0,0,0,0,,,,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420302,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,15,1,0,28,27,0.3
420310,GLOVES,NORMAL,????????�??�?????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,50,0,,,30,40,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,10,15,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420302,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,20,1,0,47,46,0.4
420311,GLOVES,MASTER,???????????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,54,0,,,30,40,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,30,40,0,0,0,-4,6,0,4,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420302,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,22,1,0,61,64,0.3
420312,GLOVES,NONE,[RD]?????????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420302,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420313,GLOVES,NORMAL,??????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,62,0,,,30,40,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,30,50,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420302,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,26,1,0,81,84,0.9
420401,GLOVES,GOOD,????????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,30,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420401,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,8,1,0,17,19,0.3
420402,GLOVES,NORMAL,????????2,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,38,0,,,40,30,30,,0,3,0,0,0,0,,,,1,2,1,1,0,0,,,,,,5,15,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420401,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,14,1,0,25,26,0.3
420403,GLOVES,NONE,???????? 3,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420401,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420404,GLOVES,NONE,???????? 4,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420401,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420405,GLOVES,MASTER,???????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,0,0,0,0,0,0,0,0,0,27,0,,,40,30,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420401,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,10,1,0,14,22,0.3
420406,GLOVES,NORMAL,???????????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,27,0,,,40,30,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420401,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,10,1,0,19,20,0.3
420407,GLOVES,GOOD,???????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,0,0,0,0,0,0,0,0,0,33,0,,,40,30,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420401,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,12,1,0,24,25,0.3
420408,GLOVES,NONE,?????????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420401,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420409,GLOVES,NORMAL,????????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,42,0,,,40,30,30,,0,0,0,0,0,0,,,,3,3,3,3,0,0,,,,,,0,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420401,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,16,1,0,30,29,0.3
420410,GLOVES,MASTER,?????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,46,0,,,40,30,30,,0,0,0,0,0,0,,,,3,3,3,3,0,0,,,,,,0,40,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420401,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,18,1,0,57,6,1.9
420411,GLOVES,NORMAL,????????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,52,0,,,30,40,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,10,20,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420401,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,21,1,0,49,47,0.6
420412,GLOVES,NONE,?RD?????????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420401,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420413,GLOVES,NORMAL,????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,58,0,,,40,30,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,40,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420401,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,24,1,0,67,69,0.3
420501,GLOVES,GOOD,????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,30,40,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420501,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,6,1,0,18,20,0.3
420502,GLOVES,NONE,?????????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420501,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420503,GLOVES,NONE,???????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420501,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420504,GLOVES,NONE,????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420501,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420505,GLOVES,NONE,???,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,5,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420501,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420506,GLOVES,NORMAL,??????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,46,0,,,30,40,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,25,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420501,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,18,1,0,37,37,0.3
420507,GLOVES,NONE,??????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420501,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420601,AVATAR,NONE,??????,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????_????,,,,0,0,0,0,0,0,0,0,,420601,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420602,AVATAR,NONE,??????,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????_????,,,,0,0,0,0,0,0,0,0,,420602,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420603,AVATAR,NONE,?????(???),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,2,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????_????,,,,0,0,0,0,0,0,0,0,,420603,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420604,AVATAR,NONE,????? (???),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????_????,,,,0,0,0,0,0,0,0,0,,420604,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420605,AVATAR,NONE,????? (????),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????_????,,,,0,0,0,0,0,0,0,0,,420605,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420701,AVATAR,NONE,??? ????NA,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????_????,,,,0,0,0,0,0,0,0,0,,420701,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420702,AVATAR,NONE,??? ????(????),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????_????,,,,0,0,0,0,0,0,0,0,,420702,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420703,AVATAR,NONE,??? ????(????),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????_????,,,,0,0,0,0,0,0,0,0,,420703,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420704,AVATAR,NONE,??? ????(????),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????_????,,,,0,0,0,0,0,0,0,0,,420704,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420705,AVATAR,NONE,??? ????(????),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????_????,,,,0,0,0,0,0,0,0,0,,420705,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420751,AVATAR,NONE,??? ????,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????_????,,,,0,0,0,0,0,0,0,0,,420705,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420801,GLOVES,MASTER,????????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,36,0,,,30,40,30,,0,0,0,0,0,0,,,,3,3,3,3,0,0,,,,,,-50,100,0,-3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420801,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,13,1,0,27,28,0.3
420802,GLOVES,MASTER,??????????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,36,0,,,30,40,30,,0,0,0,0,0,0,,,,3,3,3,3,0,0,,,,,,-50,100,0,-3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420801,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,13,1,0,27,28,0.3
420804,GLOVES,OTHER,??????????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,40,0,,,30,40,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,30,50,0,0,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,1,0,1,0,,420801,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,1,1,0,124,131,0.3
420810,GLOVES,MASTER,?????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,30,0,,,30,40,30,,0,0,0,0,0,0,,,,0,0,0,0,5,0,,,,,,0,10,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420801,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,11,1,0,26,27,0.3
420811,GLOVES,NONE,[RD]?????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420801,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
420812,GLOVES,NORMAL,????????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,58,0,,,30,40,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,20,40,0,0,1,0,3,1,0,0,0,0,0,0,0,0,3,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420801,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,24,1,0,66,68,0.3
420901,GLOVES,MASTER,???5????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,50,0,,,30,40,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,20,40,0,0,3,0,6,-3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420901,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,20,1,0,52,51,0.3
421001,GLOVES,NONE,??????????,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,????,,,,0,0,0,0,0,0,0,0,,420901,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
