# MainID,SubID,StringID,文字列
#基本,,,
100,50,7,Close
100,50,8,Authorizing
100,50,9,Receiving Character Data\n( send_data_get_chara_data )
100,50,10,Changing Maps
100,50,11,

100,51,0,ID or Password is incorrect
100,51,1,Unknown Authorization Error: %d
100,51,2,Already being logged in
100,51,3,Not conducted version check on Protocol
100,51,4,Disconnected from Authorization Server
100,51,5,Unable to connect
100,51,6,Your registration is not confirmed yet. \nPlease check your registered email.
100,51,7,This account is not eligible for today's test.
100,51,8,This account has been temporarily suspended.
100,51,9,This account has been withdrawn.
100,51,10,ID or Password is too long.
100,51,11,Server Maintenance
100,51,12,Server Full. Try again later.
100,51,13,You need to restart the game client to log into the game.\nPlease click the screen to close the game client now.
100,51,14,Authorization Server Full. Try again later.
100,51,15,"For One-time Password users, \nplease launch the game from the official website."
100,51,16,You have not changed your password. Check the official site for details.
100,51,17,You have not completed Soul Name authorization. See official site for details.


100,52,0,Exit the game?
100,52,1,Yes
100,52,2,No
100,52,3,Return to World Selection Screen?

100,53,0,Please update the client
100,53,1,Client and server area version do not match. (CL %1%d:%2%d SV:%3%d:%4%d )
100,53,2,Illegal function detected. You have been disconnected from the server.
100,53,3,Please restart to update the client.
100,53,4,Multiple logins detected. You have been disconnected from the server.

100,54,0,Save Login ID

100,55,0,Credits

100,56,0,<login-id>
100,56,1,<password>
100,56,2,<save-id>

#Choice window related
100,60,0,msg
100,60,1,StaticControl

#Message window related
100,70,0,StaticControl

#InputNumWindow (Numeric input UI) related
100,80,0,StaticControl
100,80,1,1
100,80,2,2
100,80,3,3
100,80,4,4
100,80,5,5
100,80,6,6
100,80,7,7
100,80,8,8
100,80,9,9
100,80,10,0
100,80,11,C
100,80,12,MAX
100,80,13,OK
100,80,14,Cancel
100,80,15,Total
100,80,16,G
100,80,17,P
100,80,18,Sheet
100,80,100,100
100,81,0,Choose a value between %1%lld and %2%lld.
100,82,0,Set Maximum
100,82,1,Set Minimum

100,85,0,Back
100,85,1,Clear
100,86,0,Please set a Soul Password. \nSoul Passwords can be between 4 and 10 digits long.
100,86,1,Please reenter your Soul Password to confirm.
100,86,2,Enter Soul Password
100,86,3,"\nIf you have forgotten, please contact us at \nhelp.wizardrythegame.com and click the Account/Billing button."
100,86,4,Soul Name: %s
100,87,0,*




#ItemDetailBalloon related
100,90,0,Buy
100,90,1,Sell
100,90,2,Identify
100,90,3,Remove Curse
100,90,4,(On Hand %1%d / Storage %2%d)
100,90,5,Type
100,90,6,Equip Location.
100,90,7,Atk
100,90,8,Def
100,90,9,Hardness / Durability
100,90,10,Defense Attribute
100,90,11,Weight
100,90,12,Equip Restrictions 
100,90,13,Durability %d%%
100,90,14,Grade
100,91,0,Owner
100,91,1,Type
100,91,2,Equip Location.
100,91,3,Attack
100,91,4,Defense
100,91,5,GP
100,91,6,Hardns
100,91,7,Weight
100,91,8,Mag Def
100,91,9,Phys Atrb
100,91,10,Durab
100,91,11,Rarity
100,91,12,Equip Restrictions 
100,91,13,Special Effect
100,91,14,(On Hand %1%d / Storage %2%d)
100,91,15,Slash
100,91,16,Strike
100,91,17,Pierce
100,91,18,Mag Atk
100,91,19,Soul Rank
100,91,20,Alignment
100,91,21,(Max Slots %d)
100,91,22,Gem Sockets
100,91,23,Lv
100,91,24,Requirements 
100,91,25,Learned
100,91,26,Range distance
100,91,27,Reservoir performance
100,91,28,Loading performance
100,91,29,Number of loads
100,91,30,Range efficiency
100,91,31,Reservoir efficiency
100,91,32,Loading efficiency
100,91,33,terms of use
100,91,34,Base enchantment effect
100,91,35,Applicable part
100,91,36,Training value that can be given
100,91,37,Allowable value
100,91,38,Applicable quality
100,91,39,cost
100,91,40,All quality
100,91,41,Applicable grade
100,91,42,Base effect
100,91,43,Sub effect
100,91,44,Expiration date: Can be used for%s
100,91,45,Expiration date: up to%s
100,91,46,Expiration date: Can be used up to%s
100,92,0,All Races
100,92,1,All Classes
100,92,2,%u -
100,92,3,%3d
100,92,4,?
100,92,5,(Special forge Lv %1%u) Lv%2%u- 
100,92,6,%u
100,93,0,Random dungeon only
100,93,1,Not set
100,93,2,Not set
100,93,3,Not set
100,94,0,Skill usage count
100,94,1,%sLv +%d
100,94,2,%sLv%d
100,94,3,%d/%d
100,94,4,Unlimited
100,95,0,(+ %d)
100,95,1,(- %d)
100,95,2,%1%d/%2%d
100,95,3,%d 
100,95,4,%d
100,95,5,%s
100,95,6,(+ %s)
100,95,7,(- %s)
100,95,8,%s
100,95,9,%d
100,95,10,%d%%
100,95,11,(%d%%)
100,95,12,%.02f
100,95,13, (+%d)
100,95,14, (%d)
100,95,15, (+%s)
100,95,16, (%s)
100,96,0,HP
100,96,1,MP
100,96,2,Status Change (%) 
100,96,3,Cannot Equip
100,96,4,Resistance (%s) 
100,96,5,Magic Attack Attribute (%s)
100,96,6,Physical Defense (%s) 
100,96,7,Equipped
100,96,8,Damaged
100,96,9,Cursed
100,96,10,Blessed
100,96,11,Unused
100,96,12,When equipped 
100,96,13,Unable to place in storage
100,96,14,Unable to discard
100,96,15,Unable to Trade
100,96,16,When not in use
100,96,17,After used
100,96,18,Unable to sell
100,96,19,Unable to use in town
100,96,20,Unable to be stolen
100,96,21,After partnering
100,96,22,The maximum number of skills cannot be recovered
100,96,23,Expired
100,96,24,Expired
100,96,25,Expired
100,97,0,Attack Attribute
100,97,1,Defense Attribute
100,97,2,Resistance
100,97,3,+%d
100,98,0,No Bonus Effect
100,98,1,HP <color PARAM_UP2>＋%.0f</color>
100,98,2,MP <color PARAM_UP2>＋%.0f</color>
100,98,3,GP <color PARAM_UP2>＋%.0f</color>
100,98,4,STR <color PARAM_UP2>＋%.0f</color>
100,98,5,VIT <color PARAM_UP2>＋%.0f</color>
100,98,6,DEX <color PARAM_UP2>＋%.0f</color>
100,98,7,AGI <color PARAM_UP2>＋%.0f</color>
100,98,8,INT <color PARAM_UP2>＋%.0f</color>
100,98,9,PIE <color PARAM_UP2>＋%.0f</color>
100,98,10,LUK <color PARAM_UP2>＋%.0f</color>
100,98,11,Fire Attack <color PARAM_UP2>＋%.0f</color>
100,98,12,Water Attack <color PARAM_UP2>＋%.0f</color>
100,98,13,Wind Attack <color PARAM_UP2>＋%.0f</color>
100,98,14,Earth Attack <color PARAM_UP2>＋%.0f</color>
100,98,15,Light Attack <color PARAM_UP2>＋%.0f</color>
100,98,16,Dark Attack <color PARAM_UP2>＋%.0f</color>
100,98,17,Fire Defense <color PARAM_UP2>＋%.0f</color>
100,98,18,Water Defense <color PARAM_UP2>＋%.0f</color>
100,98,19,Wind Defense <color PARAM_UP2>＋%.0f</color>
100,98,20,Earth Defense <color PARAM_UP2>＋%.0f</color>
100,98,21,Light Defense <color PARAM_UP2>＋%.0f</color>
100,98,22,Dark Defense <color PARAM_UP2>＋%.0f</color>
100,98,23,Poison Resistance <color PARAM_UP2>＋%.0f</color>
100,98,24,Paralyze Resistance <color PARAM_UP2>＋%.0f</color>
100,98,25,Petrify Resistance <color PARAM_UP2>＋%.0f</color>
100,98,26,Faint Resistance <color PARAM_UP2>＋%.0f</color>
100,98,27,Blind Resistance <color PARAM_UP2>＋%.0f</color>
100,98,28,Sleep Resistance <color PARAM_UP2>＋%.0f</color>
100,98,29,Silence Resistance <color PARAM_UP2>＋%.0f</color>
100,98,30,Charm Resistance <color PARAM_UP2>＋%.0f</color>
100,98,31,Confuse Resistance <color PARAM_UP2>＋%.0f</color>
100,98,32,Fear Resistance <color PARAM_UP2>＋%.0f</color>
100,98,33,Bind Resistance <color PARAM_UP2>＋%.0f</color>
100,98,34,Physical %s <color PARAM_UP2>＋%.0f</color>
100,98,35,Magic %s <color PARAM_UP2>＋%.0f</color>
100,98,36,Weight <color PARAM_UP2>＋%.2f</color>
100,98,37,Durability <color PARAM_UP2>＋%.0f</color>
100,98,38,HP Recovery <color PARAM_UP2>＋%.0f％</color>
100,98,39,GP Recovery <color PARAM_UP2>＋%.0f％</color>
100,98,40,OD Recovery <color PARAM_UP2>＋%.0f％</color>
100,98,41,Casting Time <color PARAM_UP2>＋%.0f％</color>
100,98,42,EXP <color PARAM_UP2>＋%.0f％</color>
100,98,43,Gold <color PARAM_UP2>＋%.0f％</color>
100,98,44,Buff ID <color PARAM_UP2>＋%.0f</color>
100,98,45,All <color PARAM_UP2>＋%.0f</color>
100,98,46,Long-range weapon storage performance <color PARAM_UP2> +%.0f%</color>
100,98,47,Ranged weapon loading performance <color PARAM_UP2> +%.0f%</color>
100,98,48,Learn %sLv%d
100,98,49,%s skill Lv <color PARAM_UP2> +%d </color> (maximum SL%d)
100,98,50,All <color PARAM_UP2> +%.0f </color>
100,98,100,No Bonus Effect
100,98,101, HP <color PARAM_DN2>－%.0f</color>
100,98,102,MP <color PARAM_DN2>－%.0f</color>
100,98,103,GP <color PARAM_DN2>－%.0f</color>
100,98,104,STR <color PARAM_DN2>－%.0f</color>
100,98,105,VIT <color PARAM_DN2>－%.0f</color>
100,98,106,DEX <color PARAM_DN2>－%.0f</color>
100,98,107,AGI <color PARAM_DN2>－%.0f</color>
100,98,108,INT <color PARAM_DN2>－%.0f</color>
100,98,109,PIE <color PARAM_DN2>－%.0f</color>
100,98,110,LUK <color PARAM_DN2>－%.0f</color>
100,98,111,Fire Attack <color PARAM_DN2>－%.0f</color>
100,98,112,Water Attack <color PARAM_DN2>－%.0f</color>
100,98,113,Wind Attack <color PARAM_DN2>－%.0f</color>
100,98,114,Earth Attack <color PARAM_DN2>－%.0f</color>
100,98,115,Light Attack <color PARAM_DN2>－%.0f</color>
100,98,116,Dark Attack <color PARAM_DN2>－%.0f</color>
100,98,117,Fire Defense <color PARAM_DN2>－%.0f</color>
100,98,118,Water Defense <color PARAM_DN2>－%.0f</color>
100,98,119,Wind Defense <color PARAM_DN2>－%.0f</color>
100,98,120,Earth Defense <color PARAM_DN2>－%.0f</color>
100,98,121,Light Defense <color PARAM_DN2>－%.0f</color>
100,98,122,Dark Defense <color PARAM_DN2>－%.0f</color>
100,98,123,Poison Resistance <color PARAM_DN2>－%.0f</color>
100,98,124,Paralyze Resistance <color PARAM_DN2>－%.0f</color>
100,98,125,Petrify Resistance <color PARAM_DN2>－%.0f</color>
100,98,126,Faint Resistance <color PARAM_DN2>－%.0f</color>
100,98,127,Blind Resistance <color PARAM_DN2>－%.0f</color>
100,98,128,Sleep Resistance <color PARAM_DN2>－%.0f</color>
100,98,129,Silence Resistance <color PARAM_DN2>－%.0f</color>
100,98,130,Charm Resistance <color PARAM_DN2>－%.0f</color>
100,98,131,Confuse Resistance <color PARAM_DN2>－%.0f</color>
100,98,132,Fear Resistance <color PARAM_DN2>－%.0f</color>
100,98,133,Bind Resistance <color PARAM_DN2>－%.0f</color>
100,98,134,Physical %s <color PARAM_DN2>－%.0f</color>
100,98,135,Magic %s <color PARAM_DN2>－%.0f</color>
100,98,136,Weight <color PARAM_DN2>－%.2f</color>
100,98,137,Durability <color PARAM_DN2>－%.0f</color>
100,98,138,HP Recovery <color PARAM_DN2>－%.0f％</color>
100,98,139,GP Recovery <color PARAM_DN2>－%.0f％</color>
100,98,140,OD Recovery <color PARAM_DN2>－%.0f％</color>
100,98,141,Casting Time <color PARAM_DN2>－%.0f％</color>
100,98,142,EXP Gain <color PARAM_DN2>－%.0f％</color>
100,98,143,Gold Gain <color PARAM_DN2>－%.0f％</color>
100,98,144,Buff ID <color PARAM_DN2>－%.0f</color>
100,98,145,All <color PARAM_DN2>－%.0f</color>
100,98,146,遠距離武器溜め性能<color PARAM_DN2>－%.0f％</color>
100,98,147,遠距離武器装填性能<color PARAM_DN2>－%.0f％</color>
100,98,148,%sLv%d習得
100,98,149,%sのスキルLv<color PARAM_DN2>－%d</color>（最大SL%d）
100,98,150,全て<color PARAM_DN2>－%.0f</color>
100,98,200,Attack
100,98,201,Defense

#Status related
100,100,0,HP
100,100,1,LV %d
100,100,2,GP
100,100,3,MP
100,100,4,OD
100,100,5,Information Amount
100,100,6,?
100,100,7,Soul Rank %u
100,100,8,LV Limit %d (LV%d)
100,100,99,Adventurer Hopeful
100,101,0,HP %1%d/%2%d
100,101,1,MP %1%d/%2%d
100,101,2,OD %1%d/%2%d
100,101,10,Alignment
100,101,11,Condition\n%1%d/%2%d
100,101,12,%d
100,101,13,Satiety \n%1%d/%2%d
100,101,20,Beginner Protection Time
100,101,21,Criminal
100,101,22,Membership
100,101,30,Mentoring
100,101,31,(Lv Limit %d)
100,101,32,(No Lv Limit)
100,101,33,Level Limit


#ReStart related
100,110,0,Revive?
100,110,1,Revive



#ItemSelect related
100,120,0,Able to Equip
100,120,1,Unable to Equip
100,120,2,Attack
100,120,3,Defense
100,120,4,(+ %d)
100,120,5,(- %d)
100,120,6,Display All Items
100,120,7,GP
100,120,8,Equip?
100,120,9,　%d
100,120,10,　%s
100,120,11,
100,120,12,
100,120,13,
100,120,14,
100,120,15,
100,120,16,
100,120,17,
100,120,18,

100,121,0,Knuckle
100,121,1,Dagger
100,121,2,Foil
100,121,3,One-Handed Sword
100,121,4,Two-Handed Sword
100,121,5,One-Handed Katana
100,121,6,Two-Handed Katana
100,121,7,One-Handed Axe
100,121,8,Two-Handed Axe
100,121,9,Spear
100,121,10,One-Handed Blunt
100,121,11,Two-Handed Blunt
100,121,12,One-Handed Staff
100,121,13,Two-Handed Staff
100,121,14,Bow
100,121,15,Crossbow
100,121,16,Gun
100,121,17,Instrument
100,121,18,Light Shield
100,121,19,Shield
100,121,20,Heavy Shield
100,121,21,Arrow
100,121,22,Bolt
100,121,23,Bullet
100,121,24,Armor
100,121,25,Accessory
100,121,26,Other



#MainMenu related
100,130,0,Inventory [F1]
100,130,1,Equip / Status [F2]
100,130,2,Skills
100,130,3,Party
100,130,4,Community
100,130,5,Journal
100,130,6,Trade
100,130,7,System
100,130,8,Reply to Party Invitation
100,130,9,Approve to Join Party
100,130,10,Reply to Trade Request
100,130,11,Reply Friend Request
100,130,12,Reply to Union Request
100,130,13,Reply to Body Collection Request
100,130,14,Reply to Union Suitor
100,130,15,View Skills [F3]
100,130,16,Skill Board
100,130,17,Create Party
100,130,18,Join Party
100,130,19,Search for Party
100,130,20,Invite to Party
100,130,21,Kick out of Party
100,130,22,Leave Party
100,130,23,Dissolve Party
100,130,24,Change Leader
100,130,25,Change Party Type
100,130,26,Recruit Members
100,130,27,Stop Recruiting Members
100,130,28,Change Recruitment Content
100,130,29,Request to Join Party
100,130,30,Cancel Request to Join Party
100,130,31,Search for Parties
100,130,32,Draw
100,130,33,Friend
100,130,34,Union
100,130,35,Talk Ring
100,130,36,Change Body Collection Permission
100,130,37,Accept Body Collection
100,130,38,View Collected Bodies
100,130,39,Return to Soul form
100,130,40,Black List
100,130,41,Missions [F4]
100,130,42,Story Quests
100,130,43,Completed Missions
100,130,44,Completed Story Quests
100,130,45,Glossary
100,130,46,List of Titles
100,130,47,Trades
100,130,48,Shops
100,130,49,Options
100,130,50,Help
100,130,51,Escape
100,130,52,Logout [Esc]
100,130,53,Dummy
100,130,54,Member Recruitment Notice
100,131,0,Whisper
100,131,1,View Shop
100,131,2,Trade
100,131,3,Invite to Party
100,131,4,Join Party
100,131,5,Friend Request
100,131,6,Invite to Union
100,131,7,Mail
100,131,8,Add to Block List
100,131,9,Close
100,131,10,Profile (Equipment)
100,132,0,Inventory
100,132,1,Quests / Missions
100,132,2,Equip / Status
100,132,3,Skill Tree
100,132,4,Options
100,132,5,Main Menu
100,132,6,Unselected item in drop box.
100,132,7,Royal Shop
100,133,0,EXP %1%s / %2%s
100,133,1,EXP %s / ? (Level Cap)
100,134,0,Warp to Guardian Statue
100,135,0, Sent a Party Invitation
100,135,1, Sent a Party Join Request
100,135,2, Sent a Trade Request
100,135,3, Sent a Friend Request
100,135,4, Sent a Union Enrollment Invitation
100,135,5,Received Body Collection Request
100,135,6, Sent a Union Enrollment Request
100,135,7,Recruited Members
100,136,0,Received <color NOTIFY>Party Invitation</color> \n from <color PC> %s </color>
100,136,1,Received <color NOTIFY>Party Join</color> Request \n from <color PC> %s </color>
100,136,2,Received <color NOTIFY>Trade</color> Request \n from <color PC> %s </color>
100,136,3,Received <color NOTIFY>Friend</color> Request \n from <color PC> %s </color>
100,136,4,Received <color NOTIFY>Union</color> Enrollment Invitation \n from <color PC> %s </color>
100,136,5,Received <color NOTIFY>Body Collection</color> \n Request
100,136,6,Received <color NOTIFY>Union</color> Enrollment Request \n from <color PC> %s </color>
100,136,7,Party search information updated\n
100,136,8,Skip the interval
100,139,0,%d Seconds remaining
#New menu
100,137,0,Inventory
100,137,1,Equip / Status
100,137,2,Skill Tree
100,137,3,Commands / Macros
100,137,4,Create Party
100,137,5,Join Party
100,137,6,Party Search
100,137,7,Invite to Party
100,137,8,Kick out of Party
100,137,9,Leave Party
100,137,10,Dissolve Party
100,137,11,Start Mentoring
100,137,12,End Mentoring
100,137,13,Change Leader
100,137,14,Change Party Type
100,137,15,Recruit Members
100,137,16,Stop Recruiting Members
100,137,17,Change Recruitment Content
100,137,18,Check the recruitment details
100,137,19,Request to Join Party
100,137,20,Cancel Request to Join Party
100,137,21,Member Search
100,137,22,Draw
100,137,23,Member recruitment notice
100,137,24,Cancel member recruitment notification
100,137,25,Friend
100,137,26,Union
100,137,27,Talk Ring
100,137,28,Change Body Collection Permission
100,137,29,Accept Body Collection
100,137,30,View Collected Bodies
100,137,31,Change Online Status
100,137,32,Return to Soul Form
100,137,33,Black List
100,137,34,Block List
100,137,35,Comment
100,137,36,Quests / Missions
100,137,37,Soul Partner
100,137,38,Glossary
100,137,39,List of Titles
100,137,40,Trades
100,137,41,Shops
100,137,42,Mail
100,137,43,Royal Shop
100,137,44,Options
100,137,45,Help
100,137,46,Escape
100,137,47,Logout
100,137,48,Contact Support



#StatusDetailWindow related
100,140,0,%s
100,140,1,%1%s %2%s
100,140,2,%s
100,140,3,%d
100,140,4,%1%s　%2%s
100,140,10,Lawful
100,140,11,Neutral
100,140,12,Chaotic
100,140,20,Status
100,140,21,Crafting Skill
100,141,0,GP
100,141,1,HP
100,141,2,MP
100,141,3,OD
100,141,4,STR
100,141,5,VIT
100,141,6,DEX
100,141,7,AGI
100,141,8,INT
100,141,9,PIE
100,141,10,LUK
100,141,11,Fire
100,141,12,Water
100,141,13,Wind
100,141,14,Earth
100,141,15,Light
100,141,16,Dark
100,141,17,Poison
100,141,18,Paralyze
100,141,19,Petrify
100,141,20,Faint
100,141,21,Blind
100,141,22,Sleep
100,141,23,Silent
100,141,24,Charm
100,141,25,Confusion
100,141,26,Fear
100,141,27,Equipment Weight / Max Weight
100,141,28,Physical Attack / Magic Attack
100,141,29,Physical Defense / Magic Defense
100,141,30,Life
100,141,31,Reincarnation
100,141,32,Lawful
100,141,33,Chaos
100,141,34,Weight
100,141,35,Max
100,141,36,Phys Atk
100,141,37,Mag Atk
100,141,38,Phys Def
100,141,39,Mag Def
100,141,40,Equipment
100,141,41,Avatar Items
100,141,42,Change Display
100,141,43,AC Eval
100,141,44,Ranged Attack
100,141,45,Equipment
100,141,46,Avatar
100,142,0,%d
100,142,1,%d Percent
100,142,2,%1%d / %2%d
100,142,3,%1%s / %2%s
100,142,4,%1%s / %2%s
100,142,5,%1%d / %2%d
100,142,6,(+ %d)
100,142,7,(- %d)
100,142,8,%s
100,142,9,? (Level Cap)
100,142,10,Black Magic
100,142,11,White Magic
100,142,12,Ancient Magic
100,142,13,%1%d / ? (Level Cap)
100,142,14,%1%lld / %2%lld
100,142,15,%1%s / ? (Level Cap)

100,145,0,(No Setting)
100,145,1,None 
100,146,0,LV
100,146,1,EXP
100,146,2,Condition
100,146,3,Alignment
100,146,4,Lawful
100,146,5,Neutral
100,146,6,Chaos
100,146,7,EXP Boost Gauge
100,146,8,Mag Atk Atrb
100,146,9,Mag Def Atrb
100,146,10,Status Change Resistance
100,146,11,Soul Points
100,146,12,Soul Material
100,146,13,Next
100,146,14,Satiety

# Equipment status/title related
100,147,0,?????
100,147,1,Equip Title
100,147,2,"Equipped the title ""%s"""

100,147,10,Learned 
100,147,11,Not Learned 
100,147,12,%d
100,147,13,%
100,147,14,Complete
100,147,15,"Don't display ""?????"""
100,147,16,%d

100,147,20,Special
100,147,21,%s

# Self-introduction (equipment) related
100,148,0,Profile Setting
100,148,1,Do not show your profile and\nequipment information.
100,148,2,Change Display
100,148,3,Equipment
100,148,4,Avatar

100,148,10,Fill out the profile.
100,148,11,OK
100,148,12,Cancel

100,148,20,Criminal(%1%s %2%s) is watching you
100,148,21,The profile (Equipment) is not shown

100,148,30,%d
100,148,31,%s

#ServerSelectWindow related
100,150,0,Connect
100,150,1,Transmitting
100,150,2,Connecting to Message Server
100,150,3,Failed to connect to message server
100,150,4,Choose a World

100,150,5,Please update the client
100,150,6,Client version does not match with the server. (CL %1%d:%2%d SV:%3%d:%4%d )

100,150,7,Unable to Authorize
100,150,8,Unable to Authorize (CPF Error Code %d)

100,150,10,Skipping Soul Selection

100,151,0,Skipping Soul Selection\n(Soul from Last Login Automatically Selected)



#CharSelectWindow related
100,160,0,Return
100,161,0,Deleted Characters cannot be restored.\n\nAll items not in the Cloak Room will be deleted with the character. This includes items bought at \nthe Royal Shop.\n\nContinue deleting character?
100,161,1,Cancel
100,161,2,OK
100,161,10,Deleted souls cannot be restored.\nAll items not in Cloak Room will be deleted with the soul.\n\nThis includes items bought at the Royal Shop.\n\nNote that the game client will be closed after soul deletion is complete.\n\nContinue deleting this soul?
100,161,11,Cancel
100,161,12,OK
100,162,0,Choose an empty character slot and create a character
100,163,0,%2d

#CharMakeNameWindowCharMakeRaceModel,Alignment Window related related,,
100,170,0,Name must be 2 to 8 characters in length.
100,170,1,The name includes unavailable characters
100,170,2,Please type in letters.
100,170,3,Please assign all bonus points.
100,170,4,Cannot become selected class.\n
100,170,5,Alignment mismatch or unsatisfied required status
100,170,6,Not satisfied required status
100,170,7,Alignment mismatch
100,170,10,What is the name of this adventurer?
100,170,11,Cancel character creation?\nYou will lose all settings you have made.
100,170,12,Cannot return to character creation in Lost form.
100,171,0,Auto-Create (Recommended Settings)
100,171,1,Assign by yourself
100,172,0,Choose how to assign status points
100,172,1,Classes Available
100,172,2,Alignment
100,172,3,Necessary Basic Status
100,172,4,Bonus Points
100,172,5,Assign Again
100,172,6,Assigning
100,172,7,HP
100,172,8,MP
100,172,9,Finish creating this character?\nConfirm your character and\npress OK to finish creation.
100,172,10,Classes Available
100,172,11,(+ %d)
100,172,12,(- %d)
100,172,13,%d
100,172,14,%1%d/%2%d\n
100,172,15,(+%d)
100,172,16,(%d)
100,172,17,(-%d)
100,173,0,Status bonus points are fixed with six points assigned automatically depending on class.
100,173,1,You may manually assign random bonus points to the intended status.
100,174,0,%1%s(%2%s)
100,174,1,Race Skills
100,174,2,Class Skills
100,175,0,A frontline fighter capable of using most weapons and armors.  <color INFO>You cannot learn spells</color> with this class.
100,175,1,You'll be poor in battle but excellent at disarming traps and finding monsters with this class.  <color INFO>You may only equip light equipment.</color>
100,175,2,"In this class, you use spells to attack and weaken enemies but are poor at physical attacks.  <color INFO>You will have high MP but low HP.</color>"
100,175,3,<color INFO>You can heal people in this class</color>. You will also have the second highest HP to the fighters and can use a good amount of weapons and armors.
100,175,4,NODATA
100,175,5,NODATA
100,175,6,NODATA
100,175,7,NODATA
100,175,8,NODATA
100,175,9,NODATA
100,175,10,NODATA
100,175,11,NODATA
100,175,12,NODATA
100,175,13,NODATA
100,176,0,Affects attack power.\nFighters must have <color INFO>STR 6 or higher</color>.
100,176,1,Affects defense and max armor weight.
100,176,2,Affects trap disarming and detecting enemies.\nThieves must have <color INFO>DEX 6 or higher</color>.
100,176,3,Affects time to perform actions.
100,176,4,Affects spells.\nMages must have <color INFO>INT 6 or higher</color>.
100,176,5,Affects recovery spells.\n Priests must have <color INFO>PIE 6 or higher</color>.
100,176,6,Affects character luck.
100,177,0,Race / Appearance / Alignment
100,177,1,Status & Class
100,177,2,Initial Skills
100,177,3,Confirm
100,178,0,Reassign bonus points?
100,180,0,Human %s
100,180,1,Elf %s
100,180,2,Dwarf %s
100,180,3,Porkul %s
100,180,4,Gnome %s
100,184,0,Human
100,184,1,Elf
100,184,2,Dwarf
100,184,3,Porkul
100,184,4,Gnome
100,185,0,Jack of all trades but master of none. Has no weak points.
100,185,1,"Having high knowledge and piety, they are perfect for magic users.\nHowever low attack power and HP make them unsuited towards <color INFO>fighter</color> class."
100,185,2,"Their durable bodies and impressive strength make Dwarves the ideal <color INFO>Fighters</color>. In addition, their piety makes them suited to play <color INFO>Priest</color> classes as well."
100,185,3,"Fast and lucky, Porkuls are great at the <color INFO>Thief</color> class. However, it will be tough for them to become any of the other classes."
100,185,4,High piety makes this race suited to <color INFO>priest</color> class. High strength and HP allows them to also function as <color INFO>fighters</color>.
100,186,0,Male
100,186,1,Female
100,187,0,Lawful
100,187,1,Neutral
100,187,2,Chaos
100,188,0,"Law is the rule of the weak. In this harsh world, the weak must band together to help each other at all costs. This alignment hates the selfish way of life of the chaotic and can be stubborn against beliefs they don't share.\n<color INFO>Unable to become thieves</color>"
100,188,1,"The middle path pursuing neither law nor selfishness. Perhaps due to their lack of faith, you will not be able to play <color INFO>priest</color> classes with this alignment.\nAvroule offers no protection for those that do not believe in him."
100,188,2,"The people of Chaos believe only in the survival of the fittest. They work only for themselves.\nHowever, they are not evil, merely selfish."
100,189,0,- You may not change your character's name once it has been set
100,189,1,- You may have the same name as another player
100,189,2,- You may not use the same name twice per soul
100,189,3,- Please use 2 to 8 characters

#TreasureBoxWindow related
100,190,0,Inventory is full
100,190,1,No Items
100,190,2,No looting permitted
100,190,3,The treasure box is empty
100,190,100,TreasureChest

#Level up display related
100,200,0,%1%s became level %2%d!
100,200,1,%1%s increased %2%d
100,200,2,You gained %2%d %1%s and became %3%d
100,200,3,You may now learn %s!
100,200,4,%d EXP to the next level
100,200,5,You received %d skill points
100,200,10,%s is
100,200,11,Level increased to %d!
100,200,12,Skill points 
100,200,13,received 
100,200,14,HP 
100,200,15,MP 
100,200,16,increased by 
100,200,17,%s 
100,200,18, received 
100,200,19, increased to 
100,200,20,Next level in 
100,200,21,%d EXP.
100,200,22,%d
100,200,23,%s 
100,200,24, lost 
100,200,25, became 
100,200,26,You may now learn the skill %d
100,201,0,Open Skill Tree
100,201,1,Next
100,201,2,Close
100,201,3,Close (Debug)
100,201,4,Skip to current level


#AccountMakeWindow related
100,210,0,- Your character may be lost (destroyed)
100,210,1,"- Even when lost, some of the results of your adventures will be saved with your soul."
100,210,2,- Please use 2 to 8 characters
100,210,3,- You may not use a Soul Name used by another player.
100,210,4,- What is the Soul Name of this new soul?
100,211,0,Confirming Soul Name.\nIs this name OK?
100,211,1,Yes
100,211,2,No


#Lost window related
100,220,0,Character Lost! Create a successor?
100,220,1,Return to Character Select Screen?
100,220,2,<color NOTIFY><self name></color> has been lost.</br>Return to Character Select Screen?
100,220,3,<self name> has been lost.
100,220,10,aaa
100,220,11,Yes
100,220,12,No

#CharSelectDeleteWindow related
100,230,0,Deleting Character
100,230,1,%s was deleted.
100,230,2,"Deleting ""LV:%1%2d %2%s"""
100,231,0,Deleting the soul.



#Equipment related
100,300,0,Choose where to equip
100,300,1,
100,300,2,Unable to Equip
100,300,3,Wrong Race
100,300,4,Wrong Class
100,300,5,Wrong Alignment
100,300,6,Low Max HP
100,300,7,Low Max MP
100,300,8,Insufficient Parameters
100,300,9,Insufficient Soul Rank
100,300,10,Broken
100,300,11,Remove
100,300,12,Insufficient Level
100,301,0,Equip
100,301,1,Avatar
100,301,2,Status
100,301,3,Profile
100,301,4,Title
100,301,5,Abilities
100,301,6,Attribute
100,301,7,Soul
100,301,8,Title
100,302,0,Equipped Total Attack
