#id,item_type,quality,_item_name_necromancy,max_stack_size,3,es_hand_r,es_hand_l,es_quiver,es_head,es_body,es_legs,es_arms,es_feet,es_mantle,es_ring,es_earring,es_necklace,es_belt,es_talkring,es_avatar_head,es_avatar_body,es_avatar_legs,es_avatar_arms,es_avatar_feet,es_avatar_mantle,req_hum_m,req_hum_f,req_elf_m,req_elf_f,req_dwf_m,req_dwf_f,req_por_m,req_por_f,req_gnm_m,req_gnm_f,req_fighter,req_thief,req_mage,req_priest,req_lawful,req_neutral,req_chaotic,40,41,req_str,req_vit,req_dex,req_agi,req_int,req_pie,req_luk,req_soul_rank,max_soul_rank,req_lvl,51,52,53,phys_slash,phys_strike,phys_pierce,56,pdef_fire,pdef_water,pdef_wind,pdef_earth,pdef_light,pdef_dark,63,64,65,matk_fire,matk_water,matk_wind,matk_earth,matk_light,matk_dark,72,73,74,75,76,seffect_hp,seffect_mp,seffect_str,seffect_vit,seffect_dex,seffect_agi,seffect_int,seffect_pie,seffect_luk,res_poison,res_paralyze,res_petrified,res_faint,res_blind,res_sleep,res_silent,res_charm,res_confusion,res_fear,96,status_malus,status_percent,num_of_bag_slots,object_type,equip_slot,102,103,104,no_use_in_town,no_storage,no_discard,no_sell,no_trade,no_trade_after_used,no_stolen,gold_border,lore,icon,field118,field119,field120,field121,field122,field123,field124,field125,field126,field127,field128,field129,field130,req_samurai,req_ninja,req_bishop,req_lord,field135,field136,field137,field138,field139,field140,req_clown,req_alchemist,grade,hardness,scroll_id,physical,magical,weight
10290207,DAGGER,MASTER,Hestia Knife Replica (L),1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,,,0,0,0,0,0,0,0,0,0,44,0,,,0,0,100,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,1,1,0,1,0,"The dedication of the goddess Hestia, was bestowed to a certain adventurer ""knife of God"". <br> the replica. Sheath rather than performance, such as the original of the knife can not be exhibited.",10280201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,17,2,0,107,0,0.9
10299901,DAGGER,POOR,Dagger of Self Infliction,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,100,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10200101,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,1,2,0,1,0,1.4
10299902,DAGGER,NONE,[RD] Dagger of Self Infliction,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10200101,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
10299999,DAGGER,NONE,Dagger for confirmation,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,7,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,99900100,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
10300101,SWORD_1H,NORMAL,Hanger,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,1,0,,10300101,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,1,2,0,10,0,3.8
10300102,SWORD_1H,NORMAL,Short Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,1,0,,10310201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,2,2,0,25,0,3.8
10300103,SWORD_1H,NONE,Grace Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,99900100,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
10300104,SWORD_1H,MASTER,Glistening Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300102,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,3,2,0,34,0,3.8
10300105,SWORD_1H,GOOD,Resonant Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300103,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,5,2,0,44,0,3.6
10300106,SWORD_1H,LEGEND,Sword of Big Dipper,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300202,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,6,2,0,81,0,3.2
10300107,SWORD_1H,GOOD,Guardian Hanger,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300104,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,4,2,0,36,0,3.8
10300108,SWORD_1H,GOOD,Heat Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,15,0,0,0,0,0,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300106,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,6,2,0,52,70,3.8
10300109,SWORD_1H,NORMAL,Scimitar,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,27,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300801,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,10,2,0,70,0,3.8
10300110,SWORD_1H,MASTER,Ice Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,2,0,30,0,,,80,0,20,,0,0,0,0,0,0,,,,0,15,0,0,0,0,,,,,,0,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300105,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,11,2,0,80,25,3.8
10300111,SWORD_1H,GOOD,Neutral Saber,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,30,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,2,2,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300101,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,11,2,0,77,0,3.6
10300112,SWORD_1H,GOOD,Lawful Saber,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,30,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300103,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,11,2,0,76,0,3.6
10300113,SWORD_1H,GOOD,Chaotic Saber,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,30,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300104,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,11,2,0,78,0,3.6
10300114,SWORD_1H,MASTER,Talented Long Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,33,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10310101,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,12,2,0,80,0,3.8
10300115,SWORD_1H,NONE,One-handed Sword for Confirmation: 0107,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,99900100,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
10300116,SWORD_1H,NONE,One-handed Sword for Confirmation: 0108,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,99900100,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
10300117,SWORD_1H,NORMAL,Farvre's Special Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,1,0,Toka Fabra is not making Toka made with night work,10310201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,2,2,0,1,0,3.8
10300118,SWORD_1H,GOOD,Phantom Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,54,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,5,2,5,3,0,0,-5,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300103,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,22,2,0,158,167,4
10300119,SWORD_1H,NONE,[RD] Short Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10310201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
10300120,SWORD_1H,NONE,[Phantom] Ice Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300105,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
10300181,SWORD_1H,LEGEND,Rookies Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,1,1,0,1,0,,10300305,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,1,2,0,44,0,1.5
10300196,SWORD_1H,NONE,Gem Set Sword 3,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,99900100,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
10300197,SWORD_1H,NONE,Gem Set Sword 2,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,99900100,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
10300198,SWORD_1H,NONE,Gem Set Sword 1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,99900100,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
10300199,SWORD_1H,NORMAL,Beginner Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,1,1,0,1,0,,10310101,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,1,2,0,5,0,3.8
10300201,SWORD_1H,NORMAL,Gladius,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,3,2,0,32,0,3.8
10300202,SWORD_1H,NORMAL,Long Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300401,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,6,2,0,50,0,4.5
10300203,SWORD_1H,GOOD,Twinbard's Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,15,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300205,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,7,2,0,62,0,3.8
10300204,SWORD_1H,NORMAL,Lose Viper,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,5,2,0,43,0,3.8
10300205,SWORD_1H,NORMAL,Fighter's Gladius,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300204,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,4,2,0,38,0,3.8
10300206,SWORD_1H,LEGEND,That Legendary Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,1,0,"But is said to have been made to simulate the Meiken to come out to the phrase legend, also it looks like just a short sword. It is considerably Gatagaki once or old thing of.",10310201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,2,1,0,49,0,3.8
10300207,SWORD_1H,GOOD,Hero's Gladius,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300206,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,4,2,0,40,0,3.8
10300208,SWORD_1H,NORMAL,Light Short Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10310201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,3,2,0,29,0,1.5
10300209,SWORD_1H,NORMAL,Light Gladius,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,5,2,0,42,0,1.5
10300210,SWORD_1H,GOOD,Blasphemy Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10302101,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,8,2,0,70,0,3.8
10300211,SWORD_1H,NORMAL,Spatha,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,24,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300203,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,9,2,0,67,0,3.8
10300212,SWORD_1H,GOOD,Contaminated Twinbard's Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,30,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,-10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300205,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,11,2,0,77,0,3.8
10300213,SWORD_1H,NORMAL,Cragg Gradius,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,38,0,,,80,0,20,,0,0,0,10,0,0,,,,0,0,0,10,0,0,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300204,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,14,2,0,85,68,3.8
10300214,SWORD_1H,LEGEND,Oberon Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,80,0,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,1,0,1,0,One hand sword temple of management who Overon was left behind for adventurers.,10300204,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,1,3,0,77,0,3.8
10300215,SWORD_1H,NONE,[RD] Long Sword,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HAND_R,,,,0,0,0,0,0,0,0,0,,10300401,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
