#,#,,,,Effect ID,Hide what you haven't acquired,Acquisition condition display judgment,,Status up,,,,,,,,
#,#Title ID,ID string,Title name (up to 32 double-byte characters),"Acquisition condition (up to 128 double-byte characters) ... 20 characters per line, so start a new line with </strong> or </strong>",,,Display even if you have not acquired,Displayed only when the designated title ID has been acquired,,,Ability score,,,,,,
#,#,Naming convention,123456789101234567899201234567893012,123456789101234567899201234567893012,,,,,HP,MP,STR,VIT,DEX,AGI,INT,PIE,LUC
#,1,,2,,,,,,3,4,5,6,7,8,9,10,11
#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
#for test,,,,,,,,,,,,,,,,,
# 1000010,,Hundred people slash,Defeat 100 monsters,,,,,,,5,,,,,,,
# 1000015,,Environmental destructionism,Defeat 50 plant monsters,,,,,,,,,,33,22,,,
# 1000020,,Beastman hunter,Defeat 50 Beast-Human Monsters,,,,,,,,,,,,,,
# 1000030,,Beast hunter,Defeat 50 beast-type monsters,,,,,25,,,,,,,,,
# 1000040,,Man-eater,Defeat 50 humanoid monsters,,,,,,,,,,,,,,
# 1000050,,Undead hunter,Defeat 50 undead monsters,,,,,,,,,,,,,,
# 1000060,,Those who have mastered their fists,100 times of use of dark device,,,,,,,,,,,,,,
# 1000070,,Swordsman,One-handed sword used 100 times,,,,,,,,,,,,,,
# 1000080,,Master,Achievement level 50,,,,,,,,,,,,,,
# 1000090,,Title effect test,Title effect test ・ Ah ah ah long string <item 50300902> Various string length tests,,,,,16,,13,13,,,,,,
# 1000100,,Login period test,For testing login period,,,,,16,,13,13,,,,,,
#Subjugation,,,,,,,,,,,,,,,,,
20170105,BBH05,Has a history of imprisonment,Prize amount when subdued </strong> 1000000 or more,,,,20170104,,,,,,,,,,
20170106,BBH06,A decent bounty,Prize amount when subdued </strong> 1.500000 or more,,,,20170105,,,,,,,,,,
20170107,BBH07,I miss the inside of the fence,Prize amount when subdued </strong> 2000000 or more,,,,20170106,,,,,,,,,,
20170108,BBH08,Bail is likely to go bankrupt,Prize amount when subdued </strong> 2500000 or more,,,,20170107,,,,,,,,,,
20170109,BBH09,Goed back,Prize amount when subdued </strong> 3000000 or more,,,,20170108,,,,,,,,,,
20170110,BBH10,Famous bounty,Prize amount when subdued </strong> 3500000 or more,,,,20170109,,,,,,,,,,
20170111,BBH11,Prisoner,Prize amount when subdued </strong> 4000000 or more,,,,20170110,,,,,,,,,,
20170112,BBH12,Worst bounty,Prize amount when subdued </strong> 4500000 or more,,,,20170111,,,,,,,,,,
20170113,BBH13,Seeds of calamity,Prize amount when subdued </strong> 5000000 or more,,,,20170112,,,,,,,,,,
20170114,BBH14,The best prize money in the world,"Prize amount when subdued </strong> 750,000 or more",,,,20170113,,,,,,,,,,
20170115,BBH15,Synonymous with Wal,Prize amount when subdued </strong> 10000000 or more,,,,20170114,,,,,,,,,,
20170116,BBH16,Buy hatred with money,Prize amount when subdued </strong> 15000000 or more,,,,20170115,,,,,,,,,,
20170117,BBH17,Order book regular,Prize amount when subdued </strong> 20000000 or more,,,,20170116,,,,,,,,,,
20170118,BBH18,Those who walk the path of sin,Prize amount when subdued </strong> 25000000 or more,,,,20170117,,,,,,,,,,
20170119,BBH19,Collect worship of vices,Prize amount when subdued </strong> 30000000 or more,,,,20170118,,,,,,,,,,
20170120,BBH20,Special disaster designation,Prize amount when subdued </strong> 35000000 or more,,,,20170119,,,,,,,,,,
20180101,BBI01,Don't hate me,More than 1 soul </strong>,,,1,,,,,,,,,,,
20180102,BBI02,Hated child,More than 3 souls </strong>,,,,20180101,,,,,,,,,,
20180103,BBI03,Bought a grudge,More than 5 souls </strong>,,,,20180102,,,,,,,,,,
20180104,BBI04,Carry a daily grudge,You can win more than 10 souls.,,,,20180103,,,,,,,,,,
20180105,BBI05,Far from being friendly,More than 15 souls </strong>,,,,20180104,,,,,,,,,,
20180106,BBI06,Target of my grudge,More than 20 souls </strong>,,,,20180105,,,,,,,,,,
20180107,BBI07,Wrapped in a flame of grudge,More than 25 souls </strong>,,,,20180106,,,,,,,,,,
20180108,BBI08,Carrying a long-standing grudge,More than 30 souls <br> prize money,,,,20180107,,,,,,,,,,
20180109,BBI09,Zhang himself with bad rumors,More than 35 souls </strong>,,,,20180108,,,,,,,,,,
20180110,BBI10,I can't live without grudges,More than 40 souls </strong>,,,,20180109,,,,,,,,,,
20180111,BBI11,Disperse grudges,More than 45 souls </strong>,,,,20180110,,,,,,,,,,
20180112,BBI12,Listen to the voice of grudge,More than 50 souls </strong>,,,,20180111,,,,,,,,,,
20180113,BBI13,Feed on grudges,More than 60 souls <br> prize money,,,,20180112,,,,,,,,,,
20180114,BBI14,The most grudge in the country,More than 70 souls </strong>,,,,20180113,,,,,,,,,,
20180115,BBI15,The most grudged person in the world,Over 80 souls </strong>,,,,20180114,,,,,,,,,,
20180116,BBI16,"I have been grudged for about 10,000 years",More than 90 souls <br> prize money,,,,20180115,,,,,,,,,,
20180117,BBI17,Great sinner from previous life,Over 100 souls </strong>,,,,20180116,,,,,,,,,,
#Number of uses,,,,,,,,,,,,,,,,,
30010101,CAB01,Beginner physicist,Over 1000 times of bare hand use,,,1,,,,,,,,,,,
30010102,CAB02,Intermediate physicist,Over 5000 times of bare hand use,,,,30010101,,,,,,,,,,
30010103,CAB03,Skilled physicist,"Over 10,000 times of bare hand use",,,,30010102,,,,,,,,,,
30010104,CAB04,Folklore,"Over 50,000 bare-handed use",,,,30010103,,,,,,,,,,
30010105,CAB05,Fighting god,Over 100000 times of use with bare hands,,,,30010104,,,,,,,,,,
30010106,CAB06,Live with a fist,Over 1000000 times of bare hand use,,,,30010105,,,,,,,,,,
30020101,CAC01,Beginner darker,Over 1000 times of use of dark equipment,,,1,,,,,,,,,,,
30020102,CAC02,Intermediate darker,Over 5000 times of use of dark equipment,,,,30020101,,,,,,,,,,
30020103,CAC03,Skilled dark equipment,"Over 10,000 times of use of dark equipment",,,,30020102,,,,,,,,,,
30020104,CAC04,Dark folklore,"Over 50,000 times of use of dark equipment",,,,30020103,,,,,,,,,,
30020105,CAC05,Dark god,Over 100000 times of use of dark equipment,,,,30020104,,,,,,,,,,
30020106,CAC06,The dark device is my part,Over 1000000 times of use of dark equipment,,,,30020105,,,,,,,,,,
30030101,CAD01,Beginner dagger,The number of times the dagger has been used exceeds 1000 times,,,1,,,,,,,,,,,
30030102,CAD02,Intermediate dagger,The number of times the dagger has been used exceeds 5000 times,,,,30030101,,,,,,,,,,
30030103,CAD03,Skilled dagger,"The number of times the dagger has been used exceeds 10,000 times",,,,30030102,,,,,,,,,,
30030104,CAD04,Dagger folklore,"Over 50,000 daggers used",,,,30030103,,,,,,,,,,
30030105,CAD05,Dagger god,Over 100000 daggers used,,,,30030104,,,,,,,,,,
30030106,CAD06,The dagger is the strongest,The number of dagger usage exceeded 1000000 times,,,,30030105,,,,,,,,,,
30040101,CAE01,Beginner swordsman,Over 1000 one-handed swords used,,,1,,,,,,,,,,,
30040102,CAE02,Intermediate swordsman,Over 5000 uses of one-handed sword,,,,30040101,,,,,,,,,,
30040103,CAE03,Skilled swordsman,"Over 10,000 one-handed swords used",,,,30040102,,,,,,,,,,
30040104,CAE04,Swordsman,"Over 50,000 one-handed swords used",,,,30040103,,,,,,,,,,
30040105,CAE05,Swordsman God,"Over 100,000 one-handed swords used",,,,30040104,,,,,,,,,,
30040106,CAE06,Consistent swordsmanship,Over 1000000 uses of one-handed sword,,,,30040105,,,,,,,,,,
# 30050101,,Bunshaka apprentice,Rapier sword used 100 times,,,,,,,,,,,,,,
30060101,CAG01,Beginner Great Swordsman,Over 1000 uses of two-handed sword,,,1,,,,,,,,,,,
30060102,CAG02,Intermediate Great Swordsman,Over 5000 uses of two-handed sword,,,,30060101,,,,,,,,,,
30060103,CAG03,Skilled Great Swordsman,"Over 10,000 uses of two-handed sword",,,,30060102,,,,,,,,,,
30060104,CAG04,Great sword lore,"Two-handed sword used more than 50,000 times",,,,30060103,,,,,,,,,,
30060105,CAG05,Great sword god,Two-handed sword used 100000 times,,,,30060104,,,,,,,,,,
30060106,CAG06,Power to squeeze in both arms,Over 1000000 times of use of two-handed sword,,,,30060105,,,,,,,,,,
30070101,CAH01,Beginner swordsman,Over 1000 swords used,,,1,,,,,,,,,,,
30070102,CAH02,Intermediate swordsman,Over 5000 swords used,,,,30070101,,,,,,,,,,
30070103,CAH03,Skilled swordsman,"Over 10,000 swords used",,,,30070102,,,,,,,,,,
30070104,CAH04,Sword folklore,"Over 50,000 swords used",,,,30070103,,,,,,,,,,
30070105,CAH05,Sword God,"Over 100,000 swords used",,,,30070104,,,,,,,,,,
30070106,CAH06,Sword fighter,The number of times the sword has been used exceeds 1000000 times,,,,30070105,,,,,,,,,,
# 30080101,,Kendo 5th grade,Over 100 times of using two-handed sword,,,,,,,,,,,,,,
30090101,CAJ01,Beginner one-handed hatchet,Over 1000 one-handed hatchets used,,,1,,,,,,,,,,,
30090102,CAJ02,Intermediate one-handed hatchet,Over 5000 uses of one-handed hatchet,,,,30090101,,,,,,,,,,
30090103,CAJ03,Skilled one-handed hatchet,"Over 10,000 one-handed hatchets used",,,,30090102,,,,,,,,,,
30090104,CAJ04,One-handed hatchet folklore,"Over 50,000 one-handed hatchets used",,,,30090103,,,,,,,,,,
30090105,CAJ05,One-handed hatchet god,"Over 100,000 one-handed hatchets used",,,,30090104,,,,,,,,,,
30090106,CAJ06,Cause a gale,Over 1000000 uses of one-handed hatchet,,,,30090105,,,,,,,,,,
30100101,CB01,Beginner's ax user,Over 1000 times of using two-handed ax,,,1,,,,,,,,,,,
30100102,CB02,Intermediate large ax user,Over 5000 uses of two-handed ax,,,,30100101,,,,,,,,,,
30100103,CB03,Skilled ax user,"Over 10,000 uses of two-handed ax",,,,30100102,,,,,,,,,,
30100104,CB04,Great ax lore,"Both-handed ax used more than 50,000 times",,,,30100103,,,,,,,,,,
30100105,CB05,Great ax god,Over 100000 times of using two-handed ax,,,,30100104,,,,,,,,,,
30100106,CB06,Dispel the large army,Over 1000000 times of use of two-handed ax,,,,30100105,,,,,,,,,,
30110101,CBB01,Beginner club,Over 1000 one-handed clubs used,,,1,,,,,,,,,,,
30110102,CBB02,Intermediate club,Over 5000 one-handed clubs used,,,,30110101,,,,,,,,,,
30110103,CBB03,Skilled club,"Over 10,000 one-handed clubs used",,,,30110102,,,,,,,,,,
30110104,CBB04,B?jutsu folklore,"Over 50,000 one-handed clubs used",,,,30110103,,,,,,,,,,
30110105,CBB05,B?jutsu God,"Over 100,000 one-handed clubs used",,,,30110104,,,,,,,,,,
30110106,CBB06,Completely destroyed,Over 1000000 times of one-handed club use,,,,30110105,,,,,,,,,,
30120101,CBC01,Beginner two-handed blunt instrument,Over 1000 uses of two-handed blunt instrument,,,1,,,,,,,,,,,
30120102,CBC02,Intermediate two-handed blunt instrument,Over 5000 times of use of two-handed blunt instrument,,,,30120101,,,,,,,,,,
30120103,CBC03,Skilled two-handed blunt instrument,"Over 10,000 times of use of two-handed blunt instrument",,,,30120102,,,,,,,,,,
30120104,CBC04,Two-handed blunt instrument folklore,"Over 50,000 times of use of two-handed blunt instrument",,,,30120103,,,,,,,,,,
30120105,CBC05,Two-handed blunt instrument god,Over 100000 times of use of two-handed blunt instrument,,,,30120104,,,,,,,,,,
30120106,CBC06,Crush the huge rock,Over 1000000 times of use of two-handed blunt instrument,,,,30120105,,,,,,,,,,
# 30130101,,I knew it,Over 100 uses of one-handed cane,,,,,,,,,,,,,,
30140101,CBE01,Beginner cane user,Over 1000 times of using two-handed cane,,,1,,,,,,,,,,,
30140102,CBE02,Intermediate cane user,Over 5000 times of using two-handed cane,,,,30140101,,,,,,,,,,
30140103,CBE03,Skilled cane user,"Number of uses of two-handed cane exceeded 10,000 times",,,,30140102,,,,,,,,,,
30140104,CBE04,J? folklore,"Number of uses of two-handed cane exceeded 50,000 times",,,,30140103,,,,,,,,,,
30140105,CBE05,Cane god,Over 100000 times of use of two-handed cane,,,,30140104,,,,,,,,,,
30140106,CBE06,Life is like a cane,Over 1000000 times of use of two-handed cane,,,,30140105,,,,,,,,,,
30150101,CBF01,Beginner spearmaster,Over 1000 spear uses,,,1,,,,,,,,,,,
30150102,CBF02,Intermediate spearmaster,Over 5000 spear uses,,,,30150101,,,,,,,,,,
30150103,CBF03,Skilled spearmaster,"Over 10,000 spear uses",,,,30150102,,,,,,,,,,
30150104,CBF04,Sword folklore,"Spear used more than 50,000 times",,,,30150103,,,,,,,,,,
30150105,CBF05,Spear god,"Spear used 100,000 times",,,,30150104,,,,,,,,,,
30150106,CBF06,Deadly penetration,Spear used 1000000 times,,,,30150105,,,,,,,,,,
30150201,CBF07,Beginner double-edged user,Double blade usage exceeded 1000 times,,,1,,,,,,,,,,,
30150202,CBF08,Intermediate double-edged blade,Double-edged blade usage exceeded 5000 times,,,,30150201,,,,,,,,,,
30150203,CBF09,Skilled double-edged user,"Double-edged blade usage exceeded 10,000 times",,,,30150202,,,,,,,,,,
30150204,CBF10,Double-edged folklore,"Double-edged blade used more than 50,000 times",,,,30150203,,,,,,,,,,
30150205,CBF11,Double-edged god,Double blade usage exceeded 100000 times,,,,30150204,,,,,,,,,,
30150206,CBF12,Double-edged Musou,Double-edged blade usage exceeded 1000000 times,,,,30150205,,,,,,,,,,
30160101,CBG01,Beginner bower,Over 1000 bows used,,,1,,,,,,,,,,,
30160102,CBG02,Intermediate bower,Over 5000 bows used,,,,30160101,,,,,,,,,,
30160103,CBG03,Skilled bower,"The number of bow usage exceeded 10,000 times",,,,30160102,,,,,,,,,,
30160104,CBG04,Archery folklore,"The number of bow usage exceeded 50,000 times",,,,30160103,,,,,,,,,,
30160105,CBG05,Bow god,Bow used more than 100000 times,,,,30160104,,,,,,,,,,
30160106,CBG06,Million dollar,The number of bow usage exceeded 1000000 times,,,,30160105,,,,,,,,,,
# 30170101,,Try to aim,Over 100 automatic bows used,,,,,,,,,,,,,,
30180101,CBI01,Beginner gunner,Gun usage exceeded 1000 times,,,1,,,,,,,,,,,
30180102,CBI02,Intermediate gunner,Over 5000 guns used,,,,30180101,,,,,,,,,,
30180103,CBI03,Skilled gunner,"Gun usage exceeded 10,000 times",,,,30180102,,,,,,,,,,
30180104,CBI04,Gun art folklore,"Gun usage exceeded 50,000 times",,,,30180103,,,,,,,,,,
30180105,CBI05,Gun god,Gun usage exceeded 100000 times,,,,30180104,,,,,,,,,,
30180106,CBI06,One-man army,Gun usage exceeded 1000000 times,,,,30180105,,,,,,,,,,
30190101,CBJ01,Beginner technician,Skill usage exceeded 100 times,,,1,,,,,,,,,,,
30190102,CBJ02,Intermediate technician,Skill usage exceeded 500 times,,,,30190101,,,,,,,,,,
30190103,CBJ03,Skilled technician,Skill usage exceeded 1000 times,,,,30190102,,,,,,,,,,
30190104,CBJ04,Skill successor,Skill usage exceeded 5000 times,,,,30190103,,,,,,,,,,
30190105,CBJ05,God of skill,"Skill usage exceeded 10,000 times",,,,30190104,,,,,,,,,,
30190106,CBJ06,Successful proficiency test,"Skill usage exceeded 50,000 times",,,,30190105,,,,,,,,,,
30190107,CBJ07,Skill test instructor,"Skill usage exceeded 300,000 times",,,,30190106,,,,,,,,,,
30200101,CC01,Those who have begun to protect,Block enemy attacks 10 times with a shield,,,1,,,,,,,,,,,
30200102,CC02,Defender,Block enemy attacks 100 times with a shield,,,,30200101,,,,,,,,,,
30200103,CC03,Great guardian,Block enemy attacks 1000 times with a shield,,,,30200102,,,,,,,,,,
30200104,CC04,Guardian of the God Wall,"Block enemy attacks 10,000 times with a shield",,,,30200103,,,,,,,,,,
30200105,CC05,Surprisingly hard guard,"Block enemy attacks 50,000 times with a shield",,,,30200104,,,,,,,,,,
30200106,CC06,Unsinkable ramparts,Block enemy attacks 100000 times with a shield,,,,30200105,,,,,,,,,,
30210101,CCB01,Beginner supporter,Over 100 grant buffs used,,,1,,,,,,,,,,,
30210102,CCB02,Intermediate supporter,Over 500 grant buffs used,,,,30210101,,,,,,,,,,
30210103,CCB03,Skilled supporter,Number of grant buffs used exceeded 1000 times,,,,30210102,,,,,,,,,,
30210104,CCB04,God of support,The number of times the buff has been used has exceeded 5000 times.,,,,30210103,,,,,,,,,,
30210105,CCB05,Saint of salvation,"Number of grant buffs used exceeded 10,000 times",,,,30210104,,,,,,,,,,
30210106,CCB06,Know the secret of support,"Number of grant buffs used exceeded 100,000 times",,,,30210105,,,,,,,,,,
30220101,CCC01,Beginner disturber,Over 100 grant debuff usages,,,1,,,,,,,,,,,
30220102,CCC02,Intermediate disturber,Number of grant debuff usage exceeded 500 times,,,,30220101,,,,,,,,,,
30220103,CCC03,Skilled obstructor,Over 1000 times of grant debuff usage,,,,30220102,,,,,,,,,,
30220104,CCC04,Devil God,Granted debuff exceeded 5000 times,,,,30220103,,,,,,,,,,
30220105,CCC05,Shadows that carry despair,"Granted debuff usage exceeded 10,000 times",,,,30220104,,,,,,,,,,
30220106,CCC06,Weakness,Granted debuff usage exceeded 100000 times,,,,30220105,,,,,,,,,,
#Exploration behavior,,,,,,,,,,,,,,,,,
40010101,DAB01,A small walk,Total travel time exceeded 10 minutes,,,1,,,,,,,,,,,
40010102,DAB02,First excursion,Total travel time exceeded 300 minutes,,,,40010101,,,,,,,,,,
40010103,DAB03,"If you think about it, you've come a long way",Total travel time exceeded 1200 minutes,,,,40010102,,,,,,,,,,
40010104,DAB04,Wander around this bank,Total travel time exceeded 6000 minutes,,,,40010103,,,,,,,,,,
40010105,DAB05,An unparalleled traveler,Total travel time exceeded 24000 minutes,,,,40010104,,,,,,,,,,
40020101,DAC01,Those who have begun to walk,Total travel distance exceeded 10 meters,,,1,,,,,,,,,,,
40020102,DAC02,Those who keep walking,Total travel distance exceeded 5000 meters,,,,40020101,,,,,,,,,,
40020103,DAC03,Those who can't stop,"Total travel distance exceeded 30,000 meters",,,,40020102,,,,,,,,,,
40020104,DAC04,Walker wanderer,"Total travel distance exceeded 100,000 meters",,,,40020103,,,,,,,,,,
40020105,DAC05,Those who walk to the ends of the earth,"Total travel distance exceeded 500,000 meters",,,,40020104,,,,,,,,,,
40030101,DAD01,Running as a hobby,Total dash time exceeded 10 minutes,,,1,,,,,,,,,,,
40030102,DAD02,Those who seek to run,Total dash time exceeded 60 minutes,,,,40030101,,,,,,,,,,
40030103,DAD03,Hungry for running,Total dash time exceeded 300 minutes,,,,40030102,,,,,,,,,,
40030104,DAD04,Seeking the essence of running,Total dash time exceeded 1200 minutes,,,,40030103,,,,,,,,,,
40030105,DAD05,Run with the wind,Total dash time exceeded 3000 minutes,,,,40030104,,,,,,,,,,
40040101,DAE01,Those who start running,Total dash distance exceeded 100 meters,,,1,,,,,,,,,,,
40040102,DAE02,Those who keep running,Total dash distance exceeded 1000 meters,,,,40040101,,,,,,,,,,
40040103,DAE03,Those who can't stop running,"Total dash distance exceeded 10,000 meters",,,,40040102,,,,,,,,,,
40040104,DAE04,Running wanderer,"Total dash distance exceeded 50,000 meters",,,,40040103,,,,,,,,,,
40040105,DAE05,A person who runs to the end of the earth,Total dash distance exceeded 100000 meters,,,,40040104,,,,,,,,,,
40050101,DAF01,Falling asleep,Total fall time exceeded 1 minute,,,1,,,,,,,,,,,
40050102,DAF02,I fell to the point where I fell,Total fall time exceeded 10 minutes,,,,40050101,,,,,,,,,,
40050103,DAF03,Acrobat,Total fall time exceeded 30 minutes,,,,40050102,,,,,,,,,,
40050104,DAF04,Bungee jumper,Total fall time exceeded 120 minutes,,,,40050103,,,,,,,,,,
40050105,DAF05,Great diver,Total fall time exceeded 300 minutes,,,,40050104,,,,,,,,,,
40060101,DAG01,Those who are beginning to fall,Total fall distance exceeded 10 meters,,,1,,,,,,,,,,,
40060102,DAG02,Those who continue to fall,Total fall distance exceeded 100 meters,,,,40060101,,,,,,,,,,
40060103,DAG03,Those who never stop,Total fall distance exceeded 300 meters,,,,40060102,,,,,,,,,,
40060104,DAG04,Fallen wanderer,Total fall distance exceeded 1000 meters,,,,40060103,,,,,,,,,,
40060105,DAG05,Those who have fallen to the bottom of the earth,Total fall distance exceeded 5000 meters,,,,40060104,,,,,,,,,,
40070101,DAH01,The beginning of the fall,1 fall death,,,1,,,,,,,,,,,
40070102,DAH02,Enjoy the fall,30 deaths,,,,40070101,,,,,,,,,,
40070103,DAH03,Master of Fall,100 deaths,,,,40070102,,,,,,,,,,
40070104,DAH04,The height of the fall,300 deaths,,,,40070103,,,,,,,,,,
40070105,DAH05,Fallen hermit,1000 deaths,,,,40070104,,,,,,,,,,
40070106,DAH06,Fall is the truth,"Number of fall deaths 10,000 times",,,,40070105,,,,,,,,,,
40080101,DAI01,Beginner unlocker,Treasure chest opened 100 times,,,1,,,,,,,,,,,
40080102,DAI02,Intermediate unlocker,Treasure chest opened 500 times,,,,40080101,,,,,,,,,,
40080103,DAI03,Skilled unlocker,Treasure chest opened 3000 times,,,,40080102,,,,,,,,,,
40080104,DAI04,Unlocking folklore,"Treasure chest opened 10,000 times",,,,40080103,,,,,,,,,,
40080105,DAI05,God of unlocking,"Treasure chest opened 50,000 times",,,,40080104,,,,,,,,,,
40090101,DAJ01,Beginner treasure hunter,Treasure chest item obtained 10 times,,,1,,,,,,,,,,,
40090102,DAJ02,Intermediate treasure hunter,Treasure chest item obtained 100 times,,,,40090101,,,,,,,,,,
40090103,DAJ03,Skilled treasure hunter,Treasure chest item obtained 500 times,,,,40090102,,,,,,,,,,
40090104,DAJ04,The best treasure hunter,Treasure chest item obtained 1000 times,,,,40090103,,,,,,,,,,
40090105,DAJ05,Divine Treasure Hunter,"Treasure chest item acquisition count 10,000 times",,,,40090104,,,,,,,,,,
40100101,DB01,A person loved by a trap,30 trap deaths,,,1,,,,,,,,,,,
40100102,DB02,A person loved by many traps,100 trap deaths,,,,40100101,,,,,,,,,,
40100103,DB03,Someone with a trap,500 trap deaths,,,,40100102,,,,,,,,,,
40100104,DB04,Becoming a habit,3000 trap deaths,,,,40100103,,,,,,,,,,
40100105,DB05,Life is a trap,"Trap deaths 10,000 times",,,,40100104,,,,,,,,,,
# 40110101,,Extremely careless,100 traps,,,1,,,,,,,,,,,
# 40110102,,I'm not good at releasing traps,300 traps,,,,,,,,,,,,,,
# 40110103,,Lack of concentration,1000 traps,,,,,,,,,,,,,,
# 40110104,,Yakutazu,5000 traps,,,,,,,,,,,,,,
# 40110105,,* Oops! *,10000 times trapped,,,,,,,,,,,,,,
# 40120101,,Apprentice unlocker,Unlock the treasure chest trap 10 times,,,1,,,,,,,,,,,
# 40120102,,Unlocker,Unlock the treasure chest trap 100 times,,,,,,,,,,,,,,
# 40120103,,Familiar unlocker,Unlock the treasure chest trap 500 times,,,,,,,,,,,,,,
# 40120104,,Skilled unlocker,Release the treasure chest trap 1000 times,,,,,,,,,,,,,,
# 40120105,,Genius unlocker,Unlock the treasure chest trap 5000 times,,,,,,,,,,,,,,
# 40120106,,Legendary unlocker,Unlock the treasure chest trap 10000 times,,,,,,,,,,,,,,
# 40130101,,Understand the difference,Trap identification count 100 times,,,1,,,,,,,,,,,
# 40130102,,People who see the trap,Trap identification count 500 times,,,,,,,,,,,,,,
# 40130103,,Has a reputation for identification,Trap identification count 3000 times,,,,,,,,,,,,,,
# 40130104,,Identification team leader,Trap identification count 10000 times,,,,,,,,,,,,,,
# 40130105,,A brilliant eye,"Trap identification count 30,000 times",,,,,,,,,,,,,,
# 4014011,,Not suitable for adventurers,50 gimmick deaths,,,1,,,,,,,,,,,
# 4014012,,L'estourdy,Gimmick deaths 300 times,,,,,,,,,,,,,,
# 4014013,,Cognitive negligence,Gimmick deaths 1000 times,,,,,,,,,,,,,,
# 4014014,,The best boobs in the world,Gimmick deaths 5000 times,,,,,,,,,,,,,,
# 4014015,,Come on!,"Gimmick deaths 10,000 times",,,,,,,,,,,,,,
40150101,DBF01,Make a fuss,Get caught in a gimmick 1000 times,,,1,,,,,,,,,,,
40150102,DBF02,Deliberate,Get caught in a gimmick 5000 times,,,,40150101,,,,,,,,,,
40150103,DBF03,Hit and crushed,"Get caught in a gimmick 30,000 times",,,,40150102,,,,,,,,,,
40150104,DBF04,Things to try,Get caught in a gimmick 100000 times,,,,40150103,,,,,,,,,,
40150105,DBF05,I like experiments,"Get caught in a gimmick 300,000 times",,,,40150104,,,,,,,,,,
## 40160101,,Sokoban,Object movement distance exceeded 10 meters,,,,,,,,,,,,,,
# 40170101,,Eight,Object destruction count 100 times,,,1,,,,,,,,,,,
# 40170102,,During trial cutting,Object destruction 500 times,,,,,,,,,,,,,,
# 40170103,,Breaker,Object destruction 1000 times,,,,,,,,,,,,,,
# 40170104,,Scrap making machine,Object destruction 5000 times,,,,,,,,,,,,,,
# 40170105,,Nuclear attack demon,Object destruction count 10000 times,,,,,,,,,,,,,,
40180101,DBI01,Those who fill the map,3 completed dungeon maps,,,,,,,,,,,,,,
# 40190101,,Former Underground Waterway Dungeon Master,If you complete the dungeon (EXTRA dungeon) in the flow of the quest,,,,,,,,,,,,,,
40200101,DC01,Beginner corpse carrier,Carry the corpse 5 times,,,1,,,,,,,,,,,
40200102,DC02,Intermediate corpse carrier,Carry the corpse 10 times,,,,40200101,,,,,,,,,,
40200103,DC03,Skilled corpse carrier,Carry the corpse 50 times,,,,40200102,,,,,,,,,,
40200104,DC04,The one who carried the death,Carry the corpse 100 times,,,,40200103,,,,,,,,,,
40200105,DC05,Right holder of life killing,Carry the corpse 500 times,,,,40200104,,,,,,,,,,
#Item related,,,,,,,,,,,,,,,,,
50010101,EAB01,Beginner collector,Obtained quality number (good) exceeded 10,,,1,,,,,,,,,,,
50010102,EAB02,Intermediate collector,Obtained quality number (good) exceeded 30,,,,50010101,,,,,,,,,,
50010103,EAB03,Skilled collector,Obtained quality number (good) exceeded 50,,,,50010102,,,,,,,,,,
50010104,EAB04,Antique,Obtained quality number (good) exceeded 100,,,,50010103,,,,,,,,,,
50010105,EAB05,Walking museum,Obtained quality number (good) exceeded 300,,,,50010104,,,,,,,,,,
50010106,EAB06,There is a connection with good products,Obtained quality number (good) exceeded 5000,,,,50010105,,,,,,,,,,
50020101,EAC01,Beginner valuables collector,Obtained quality number (takumi) exceeded 10,,,1,,,,,,,,,,,
50020102,EAC02,Intermediate valuables collector,Obtained quality number (takumi) exceeded 30,,,,50020101,,,,,,,,,,
50020103,EAC03,Skilled valuables collector,Obtained quality number (takumi) exceeded 50,,,,50020102,,,,,,,,,,
50020104,EAC04,Senior expert witness,Obtained quality number (takumi) exceeded 100,,,,50020103,,,,,,,,,,
50020105,EAC05,Those who decide the value,Obtained quality number (Takumi) exceeded 300,,,,50020104,,,,,,,,,,
50020106,EAC06,Value dwells in Kotodama,Obtained quality number (Takumi) exceeded 5000,,,,50020105,,,,,,,,,,
50030101,EAD01,Legendary collector,Obtained quality number (den) exceeded 10,,,1,,,,,,,,,,,
50030102,EAD02,Beginner rare hunter,Obtained quality number (den) exceeded 30,,,,50030101,,,,,,,,,,
50030103,EAD03,The bearer of folklore,Obtained quality number (den) exceeded 50,,,,50030102,,,,,,,,,,
50030104,EAD04,Legendary witness,Obtained quality number (den) exceeded 100,,,,50030103,,,,,,,,,,
50030105,EAD05,The main character of Adventure Tan,Obtained quality number (den) exceeded 300,,,,50030104,,,,,,,,,,
50040101,EAE01,Go on a quest journey,Obtained quality number (special) exceeded 30,,,1,,,,,,,,,,,
50040102,EAE02,The name roars in the court,Obtained quality number (special) exceeded 200,,,,50040101,,,,,,,,,,
50040103,EAE03,The name was engraved on the monument,Obtained quality number (special) exceeded 5000,,,,50040102,,,,,,,,,,
50040104,EAE04,Hidden keeper,"Obtained quality number (special) exceeded 15,000",,,,50040103,,,,,,,,,,
50040105,EAE05,Get the throne of heaven,"Obtained quality number (special) exceeded 30,000",,,,50040104,,,,,,,,,,
