#,ID,String,Message type,Supports special tags
#Category name,,,,
#,,,,
SELF_MPDAMAGE,3,MP damage did not work on %s,ENEMY_ATTACK_MPDAMAGE,
PARTY_MPDAMAGE,1,%1%s received %3%d MP damage from%2%s,ENEMY_ATTACK_PTMPDAMAGE,
PARTY_MPDAMAGE,2,%1%s received %2%d MP damage,ENEMY_ATTACK_PTMPDAMAGE,
PARTY_MPDAMAGE,3,MP damage did not work on %s,ENEMY_ATTACK_PTMPDAMAGE,
ENEMY_MPDAMAGE,1,%1%s dealt %3%d MP damage to %2%s,SELF_ATTACK_MPDAMAGE,
ENEMY_MPDAMAGE,2,Inflicted %2%d MP damage on %1%s,SELF_ATTACK_MPDAMAGE,
ENEMY_MPDAMAGE,3,MP damage did not work on %s,SELF_ATTACK_MPDAMAGE,
SELF_APDAMAGE,1,Received %2%d OD damage from%1%s,SYSTEM_NOTIFY,
SELF_APDAMAGE,2,Received %d OD damage,SYSTEM_NOTIFY,
SELF_APDAMAGE,3,OD damage did not work on %s,SYSTEM_NOTIFY,
PARTY_APDAMAGE,1,%1%s received %3%d OD damage from%2%s,SYSTEM_NOTIFY,
PARTY_APDAMAGE,2,%1%s received %2%d OD damage,SYSTEM_NOTIFY,
PARTY_APDAMAGE,3,OD damage did not work on %s,SYSTEM_NOTIFY,
ENEMY_APDAMAGE,1,%1%s dealt %3%d OD damage to %2%s,SYSTEM_NOTIFY,
ENEMY_APDAMAGE,2,Inflicted %2%d OD damage on %1%s,SYSTEM_NOTIFY,
ENEMY_APDAMAGE,3,OD damage did not work on %s,SYSTEM_NOTIFY,
SELF_CRITICALHIT,1,Critical hit from%s!,ENEMY_ATTACK_HPDAMAGE,
PARTY_CRITICALHIT,1,%1%s is a critical hit to %2%s!,ENEMY_ATTACK_PTHPDAMAGE,
ENEMY_CRITICALHIT,1,Critical hit to %s!,SELF_ATTACK_HPDAMAGE,
SELF_CRITICALHIT,36732,Haruhiro saw a glowing line.,ENEMY_ATTACK_HPDAMAGE,
PARTY_CRITICALHIT,36732,Haruhiro saw a glowing line.,ENEMY_ATTACK_PTHPDAMAGE,
ENEMY_CRITICALHIT,36732,Haruhiro saw a glowing line.,SELF_ATTACK_HPDAMAGE,
SELF_GUARD_DURATION,1,Guards attacks and greatly reduces the durability of %s!,SYSTEM_WARNING,
PARTY_GUARD_DURATION,1,"%1%s guards against attacks"","" and %2%s durability is greatly reduced!",SYSTEM_WARNING,
ENEMY_GUARD_DURATION,1,Attacks are guarded and durability is greatly reduced!,SYSTEM_WARNING,
SELF_COMBO_BONUSDAMAGE,1,Additional damage! Inflicted %2%d damage on %1%s,SELF_ATTACK_HPDAMAGE,
SELF_COMBO_BONUSDAMAGE,2,Additional damage! Inflicted %d damage,SELF_ATTACK_HPDAMAGE,
ENEMY_COMBO_BONUSDAMAGE,1,Additional damage! Received %2%d damage from%1%s,ENEMY_ATTACK_HPDAMAGE,
ENEMY_COMBO_BONUSDAMAGE,2,Additional damage! Received %d damage,ENEMY_ATTACK_HPDAMAGE,
SELF_COVER,1,Protected %s!,SYSTEM_NOTIFY,
PARTY_COVER,1,Protected by %s!,SYSTEM_NOTIFY,
PARTY_COVER,2,%1%s protected %2%s!,SYSTEM_NOTIFY,
ENEMY_COVER,2,%1%s protected %2%s!,SYSTEM_NOTIFY,
SELF_SKILL_ACTION_BONUS,1,Skill bonus!,SELF_SKILLUSE,1
PARTY_SKILL_ACTION_BONUS,1,<action name> skill bonus!,PARTY_SKILLUSE,1
ENEMY_SKILL_ACTION_BONUS,1,<action name> skill bonus!,ENEMY_SKILLUSE,1
SELF_FALLDAMAGE,1,%1%s fell and took%2%d HP damage,SYSTEM_NOTIFY,
SELF_DEAD,1,%s died!,SELF_DEAD,
ENEMY_DEAD,1,%s died!,ENEMY_DEAD,
PARTY_DEAD,1,%s died!,PARTY_DEAD,
SELF_DEAD,2,%s fainted!,SELF_DEAD,
ENEMY_DEAD,2,%s fainted!,ENEMY_DEAD,
PARTY_DEAD,2,%s fainted!,PARTY_DEAD,
SELF_DEAD,11,%s died instantly!,SELF_DEAD,
ENEMY_DEAD,11,%s died instantly!,ENEMY_DEAD,
PARTY_DEAD,11,%s died instantly!,PARTY_DEAD,
SELF_DEAD,21,%s died and turned into ashes!,SELF_DEAD,
ENEMY_DEAD,21,%s died and turned into ashes!,ENEMY_DEAD,
PARTY_DEAD,21,%s died and turned into ashes!,PARTY_DEAD,
ENEMY_DEAD,101,%s has been destroyed!,ENEMY_DEAD,
ENEMY_DEAD,111,%s has been destroyed!,ENEMY_DEAD,
ENEMY_DEAD,121,%s has been destroyed!,ENEMY_DEAD,
ENEMY_DEAD,201,%s has disappeared!,ENEMY_DEAD,
ENEMY_DEAD,211,%s has disappeared!,ENEMY_DEAD,
ENEMY_DEAD,221,%s has disappeared!,ENEMY_DEAD,
PARTY_RAISE,0,%s has been revived!,SELF_CANCEL_CONDITION,
SELF_ASH,1,It became ashes!,SELF_ASH,
SELF_ASH,2,It turned into ashes because all the flames were gone!,SELF_ASH,
PARTY_ASH,1,%s turned into ashes!,PARTY_ASH,
PARTY_ASH,2,%s turned into ashes because all the flames were gone!,PARTY_ASH,
SELF_LOST,1,Lost!,SELF_LOST,
SELF_LOST,2,Lost because all the flames are gone!,SELF_LOST,
PARTY_LOST,1,%s lost!,PARTY_LOST,
PARTY_LOST,2,%s was lost because all the flames were gone!,PARTY_LOST,
SELF_EXPGET,1,Got the experience value of %s,SELF_EXPGET,
SELF_EXPGET,2,Lost experience points for %s,SELF_EXPGET,
SELF_EXPGET,3,The experience points required to level up have been accumulated. Let's head to the inn.,SELF_EXPGET,
SELF_EXPGET,4,"In addition"","" I got %s experience points",SELF_EXPGET,
SELF_EXPGET,5,No more experience points can be gained due to the level limit,SELF_EXPGET,
SELF_SOULPOINTGET,1,Got %s soul points,SELF_EXPGET,
SELF_SOULPOINTGET,2,No more soul points can be earned due to the upper limit of soul rank,SELF_EXPGET,
SELF_SOULPOINTGET,-1,Lost %s soul points,SELF_EXPGET,
PARTY_EXPGET,1,%1%s gained %2%s experience,PARTY_EXPGET,
PARTY_EXPGET,2,%1%s lost %2%s XP,PARTY_EXPGET,
PARTY_EXPGET,3,The experience points required to level up have been accumulated. Let's head to the inn.,PARTY_LEVELUP,
PARTY_EXPGET,4,"In addition"",""%1%s gained %2%s experience",PARTY_EXPGET,
PARTY_EXPGET,5,"%1%s is the upper limit of the level"","" so you can not get any more experience points",PARTY_EXPGET,
#Item acquisition log,,,,
SELF_ITEMGET,1,Got %s,SELF_ITEMGET,
SELF_ITEMGET,2,Got %1%s and %2%d,SELF_ITEMGET,
SELF_ITEMGET,3,Got %s gold,SELF_ITEMGET,
SELF_ITEMGET,4,I bought %s,SELF_ITEMGET,
SELF_ITEMGET,5,Purchased %1%s and %2%d,SELF_ITEMGET,
SELF_ITEMGET,6,Exchanged %s,SELF_ITEMGET,
SELF_ITEMGET,7,Exchanged %1%s for%2%d,SELF_ITEMGET,
SELF_ITEMGET,8,"In addition"","" I got %s gold",SELF_ITEMGET,
SELF_ITEMGET,9,Got %1%s %2%d sheets,SELF_ITEMGET,
SELF_ITEMGET,10,I got %d points for MAC points,SELF_ITEMGET,
SELF_ITEMGET,11,"In addition"","" I got %d points for MAC points",SELF_ITEMGET,
SELF_ITEMGET,12,Got %2%s %3%d cards with%1%s support,SELF_ITEMGET,
SELF_ITEMGET,13,Got %1%s and %2%s,SELF_ITEMGET,
SELF_ITEMGET,14,Obtained %1%s and %2%s as a stage clear reward,SELF_ITEMGET,
SELF_ITEMGET,15,Obtained %1%s and %2%s with Stage Clear Daily Reward,SELF_ITEMGET,
SELF_ITEMGET,16,Stage Clear Evaluation A Obtained %1%s and %2%s with the first achievement reward,SELF_ITEMGET,
SELF_ITEMGET,17,Stage Clear Evaluation S Obtained %1%s and %2%s with the first achievement reward,SELF_ITEMGET,
SELF_ITEMGET,18,Obtained %1%s and %2%s with the area clear first achievement reward,SELF_ITEMGET,
SELF_ITEMGET,19,Area Clear Evaluation A Obtained %1%s and %2%s as the first achievement reward.,SELF_ITEMGET,
SELF_ITEMGET,20,Area Clear Evaluation S Obtained %1%s and %2%s with the first achievement reward,SELF_ITEMGET,
SELF_ITEMGET,21,%1%s sent to reward recipient due to inventory limit,SELF_ITEMGET,
SELF_ITEMGET,-207,There is no space in the inventory,SYSTEM_WARNING,
SELF_ITEMGET,-230,That item is currently unavailable,SYSTEM_WARNING,
#Item usage log,,,,
SELF_ITEMUSE,1,I used the item,SELF_ITEMUSE,1
PARTY_ITEMUSE,1,<action name> used the item,PARTY_ITEMUSE,1
ENEMY_ITEMUSE,1,<action name> used the item,ENEMY_ITEMUSE,1
SELF_ITEMUSE,2,HP recovery was not effective,SELF_ITEMUSE,1
PARTY_ITEMUSE,2,<action name> did not have HP recovery effect,PARTY_ITEMUSE,1
ENEMY_ITEMUSE,2,<action name> did not have HP recovery effect,ENEMY_ITEMUSE,1
SELF_HEALLIFE,1,HP of %1%s recovered by %2%d,SELF_HEALLIFE,
ENEMY_HEALLIFE,1,HP of %1%s recovered by %2%d,ENEMY_HEALLIFE,
SELF_ITEMENCHANT,1,<target name> routed and <action name> security was activated,SYSTEM_IMPORTANCE,1
PARTY_ITEMENCHANT,1,<target name> routed and <action name> security was activated,SYSTEM_IMPORTANCE,1
ENEMY_ITEMENCHANT,1,<target name> routed and <action name> security was activated,SYSTEM_IMPORTANCE,1
PARTY_HEALLIFE,1,HP of %1%s recovered by %2%d,PARTY_HEALLIFE,
SELF_HEALMP,1,%1%s MP recovered %2%d,SELF_HEALMAGIC,
PARTY_HEALMP,1,%1%s MP recovered %2%d,PARTY_HEALMAGIC,
ENEMY_HEALMP,1,%1%s MP recovered %2%d,ENEMY_HEALMAGIC,
SELF_HEALCON,1,The condition of %1%s recovered by %2%d,SYSTEM_NOTIFY,
PARTY_HEALCON,1,The condition of %1%s recovered by %2%d,SYSTEM_NOTIFY,
ENEMY_HEALCON,1,The condition of %1%s recovered by %2%d,SYSTEM_NOTIFY,
SELF_HEALCON,2,The condition of %1%s decreased by %2%d,SYSTEM_NOTIFY,
PARTY_HEALCON,2,The condition of %1%s decreased by %2%d,SYSTEM_NOTIFY,
ENEMY_HEALCON,2,The condition of %1%s decreased by %2%d,SYSTEM_NOTIFY,
SELF_HEALCON,3,Satiety of %1%s recovered by %2%d,SYSTEM_NOTIFY,
PARTY_HEALCON,3,Satiety of %1%s recovered by %2%d,SYSTEM_NOTIFY,
ENEMY_HEALCON,3,Satiety of %1%s recovered by %2%d,SYSTEM_NOTIFY,
SELF_HEALCON,4,Satiety of %1%s decreased by %2%d,SYSTEM_NOTIFY,
PARTY_HEALCON,4,Satiety of %1%s decreased by %2%d,SYSTEM_NOTIFY,
ENEMY_HEALCON,4,Satiety of %1%s decreased by %2%d,SYSTEM_NOTIFY,
SELF_HEALAP,1,%1%s OD recovered %2%d,SYSTEM_NOTIFY,
PARTY_HEALAP,1,%1%s OD recovered %2%d,SYSTEM_NOTIFY,
ENEMY_HEALAP,1,%1%s OD recovered %2%d,SYSTEM_NOTIFY,
SELF_HEALAP,2,OD of %1%s decreased by %2%d,SYSTEM_NOTIFY,
PARTY_HEALAP,2,OD of %1%s decreased by %2%d,SYSTEM_NOTIFY,
ENEMY_HEALAP,2,OD of %1%s decreased by %2%d,SYSTEM_NOTIFY,
SELF_HEALAC,1,GP of %1%s recovered by %2%d,SYSTEM_NOTIFY,
PARTY_HEALAC,1,GP of %1%s recovered by %2%d,SYSTEM_NOTIFY,
ENEMY_HEALAC,1,GP of %1%s recovered by %2%d,SYSTEM_NOTIFY,
#Buff related logs,,,,
SELF_BUFF_START,GENERIC,The effect of <buff name> has been applied,SELF_BUFF_START,1
SELF_BUFF_START_FROM_ENEMY,GENERIC,The effect of <buff name> was applied from <action name>,SELF_BUFF_START,1
SELF_BUFF_START_FROM_ALLY,GENERIC,The effect of <buff name> was applied from <action name>,SELF_BUFF_START,1
PARTY_BUFF_START,GENERIC,<target name> has the effect of <buff name>,PARTY_BUFF_START,1
PARTY_BUFF_START_FROM_ENEMY,GENERIC,<action name> to <target name> have been affected by <buff name>,PARTY_BUFF_START,1
PARTY_BUFF_START_FROM_ALLY,GENERIC,<action name> applied <buff name> effect to <target name>,PARTY_BUFF_START,1
ENEMY_BUFF_START,GENERIC,<target name> now has the effect of <buff name>,ENEMY_BUFF_START,1
ENEMY_BUFF_START_FROM_SELF,GENERIC,Apply the effect of <buff name> to <target name>,ENEMY_BUFF_START,1
ENEMY_BUFF_START_FROM_ALLY,GENERIC,<action name> applied <buff name> effect to <target name>,ENEMY_BUFF_START,1
ENEMY_BUFF_START_FROM_ENEMY,GENERIC,<action name> applied <buff name> effect to <target name>,ENEMY_BUFF_START,1
SELF_BUFF_END,GENERIC,The effect of <buff name> has ended,SELF_BUFF_END,1
PARTY_BUFF_END,GENERIC,The <buff name> of <action name> has been released.,PARTY_BUFF_END,1
ENEMY_BUFF_END,GENERIC,<buff name> of <target name> has expired,ENEMY_BUFF_END,1
SELF_BUFF_FAILED,GENERIC,The effect of <buff name> did not work,SELF_BUFF_FAILED,1
PARTY_BUFF_FAILED,GENERIC,<target name> did not have the effect of <buff name>,PARTY_BUFF_FAILED,1
ENEMY_BUFF_FAILED,GENERIC,<target name> was not affected by <buff name>,ENEMY_BUFF_FAILED,1
SELF_BUFF_START,2,Received <buff name>,SELF_BUFF_START,1
SELF_BUFF_START_FROM_ENEMY,2,Received <buff name> from <action name>,SELF_BUFF_START,1
SELF_BUFF_START_FROM_ALLY,2,Received <buff name> from <action name>,SELF_BUFF_START,1
PARTY_BUFF_START,2,<target name> received <buff name>,PARTY_BUFF_START,1
PARTY_BUFF_START_FROM_ENEMY,2,<target name> received <buff name> from <action name>,PARTY_BUFF_START,1
PARTY_BUFF_START_FROM_ALLY,2,<action name> received <buff name> on <target name>,PARTY_BUFF_START,1
ENEMY_BUFF_START,2,<target name> received <buff name>,ENEMY_BUFF_START,1
ENEMY_BUFF_START_FROM_SELF,2,<Target name> multiplied by <buff name>,ENEMY_BUFF_START,1
ENEMY_BUFF_START_FROM_ALLY,2,<action name> multiplied <target name> by <buff name>,ENEMY_BUFF_START,1
ENEMY_BUFF_START_FROM_ENEMY,2,<action name> multiplied <target name> by <buff name>,ENEMY_BUFF_START,1
SELF_BUFF_END,2,<buff name> has healed,SELF_BUFF_END,1
PARTY_BUFF_END,2,<buff name> of <target name> has been cured,PARTY_BUFF_END,1
ENEMY_BUFF_END,2,<buff name> of <target name> has been cured,ENEMY_BUFF_END,1
SELF_BUFF_FAILED,2,<buff name> doesn't seem to work,SELF_BUFF_FAILED,1
PARTY_BUFF_FAILED,2,<target name> doesn't seem to have the effect of <buff name>,PARTY_BUFF_FAILED,1
ENEMY_BUFF_FAILED,2,<target name> doesn't seem to have the effect of <buff name>,ENEMY_BUFF_FAILED,1
SELF_BUFF_START,3,Received <buff name>,SELF_BUFF_START,1
PARTY_BUFF_START,3,<target name> received <buff name>,PARTY_BUFF_START,1
ENEMY_BUFF_START,3,<target name> received <buff name>,ENEMY_BUFF_START,1
SELF_BUFF_END,3,<buff name> has healed,SELF_BUFF_END,1
PARTY_BUFF_END,3,<buff name> of <target name> has been cured,PARTY_BUFF_END,1
ENEMY_BUFF_END,3,<buff name> of <target name> has been cured,ENEMY_BUFF_END,1
SELF_BUFF_FAILED,3,<buff name> did not work,SELF_BUFF_FAILED,1
PARTY_BUFF_FAILED,3,<target name> had no effect of <buff name>,PARTY_BUFF_FAILED,1
ENEMY_BUFF_FAILED,3,<target name> was not affected by <buff name>,ENEMY_BUFF_FAILED,1
SELF_BUFF_START,4,Sleeped,SELF_BUFF_START,1
PARTY_BUFF_START,4,<target name> was put to sleep,PARTY_BUFF_START,1
ENEMY_BUFF_START,4,<target name> was put to sleep,ENEMY_BUFF_START,1
SELF_BUFF_END,4,Woke up,SELF_BUFF_END,1
PARTY_BUFF_END,4,<target name> woke up,PARTY_BUFF_END,1
ENEMY_BUFF_END,4,<target name> woke up,ENEMY_BUFF_END,1
SELF_BUFF_START,5,<buff name>,SELF_BUFF_START,1
PARTY_BUFF_START,5,<target name> is <buff name>,PARTY_BUFF_START,1
ENEMY_BUFF_START,5,<target name> is <buff name>,ENEMY_BUFF_START,1
SELF_BUFF_END,5,<buff name> has healed,SELF_BUFF_END,1
PARTY_BUFF_END,5,<target name> has been cured of <buff name>,PARTY_BUFF_END,1
ENEMY_BUFF_END,5,<target name> has been cured of <buff name>,ENEMY_BUFF_END,1
SELF_BUFF_START,6,Petrified,SELF_BUFF_START,1
PARTY_BUFF_START,6,<target name> is petrified,PARTY_BUFF_START,1
ENEMY_BUFF_START,6,<target name> is petrified,ENEMY_BUFF_START,1
SELF_BUFF_END,6,<buff name> has healed,SELF_BUFF_END,1
PARTY_BUFF_END,6,<target name> has been cured of <buff name>,PARTY_BUFF_END,1
ENEMY_BUFF_END,6,<target name> has been cured of <buff name>,ENEMY_BUFF_END,1
SELF_BUFF_START,7,<buff name>,SELF_BUFF_START,1
PARTY_BUFF_START,7,<target name> is <buff name>,PARTY_BUFF_START,1
ENEMY_BUFF_START,7,<target name> is <buff name>,ENEMY_BUFF_START,1
SELF_BUFF_END,7,Regained sanity,SELF_BUFF_END,1
PARTY_BUFF_END,7,<target name> has regained sanity,PARTY_BUFF_END,1
ENEMY_BUFF_END,7,<target name> has regained sanity,ENEMY_BUFF_END,1
SELF_BUFF_START,8,Lost light,SELF_BUFF_START,1
PARTY_BUFF_START,8,<target name> lost light,PARTY_BUFF_START,1
ENEMY_BUFF_START,8,<target name> lost light,ENEMY_BUFF_START,1
SELF_BUFF_END,8,Regained light,SELF_BUFF_END,1
PARTY_BUFF_END,8,<target name> regained light,PARTY_BUFF_END,1
ENEMY_BUFF_END,8,<target name> regained light,ENEMY_BUFF_END,1
SELF_BUFF_START,9,Fainted,SELF_BUFF_START,1
PARTY_BUFF_START,9,<target name> fainted,PARTY_BUFF_START,1
ENEMY_BUFF_START,9,<target name> fainted,ENEMY_BUFF_START,1
SELF_BUFF_END,9,Regained consciousness,SELF_BUFF_END,1
PARTY_BUFF_END,9,<target name> regained consciousness,PARTY_BUFF_END,1
ENEMY_BUFF_END,9,<target name> regained consciousness,ENEMY_BUFF_END,1
SELF_BUFF_START,10,Stealth has been removed,SELF_BUFF_START,1
ENEMY_BUFF_START,10,<target name> has been unstealthed,ENEMY_BUFF_START,1
SELF_BUFF_START,11,Received <buff name>,SELF_BUFF_START,1
PARTY_BUFF_START,11,<target name> also received <buff name>,PARTY_BUFF_START,1
ENEMY_BUFF_START,11,<target name> also received <buff name>,ENEMY_BUFF_START,1
SELF_BUFF_END,11,<buff name> has healed,SELF_BUFF_END,1
PARTY_BUFF_END,11,<buff name> of <target name> has been cured,PARTY_BUFF_END,1
ENEMY_BUFF_END,11,<buff name> of <target name> has been cured,ENEMY_BUFF_END,1
SELF_BUFF_START,12,critical hit!,ENEMY_ATTACK_HPDAMAGE,1
SELF_BUFF_END,12,,ENEMY_ATTACK_HPDAMAGE,
SELF_BUFF_START,13,The effect of <buff name> has been applied,SELF_BUFF_START,1
SELF_BUFF_END,13,,SELF_BUFF_END,
SELF_BUFF_START,14,Lost OD after receiving <buff name>,SELF_BUFF_START,1
PARTY_BUFF_START,14,<target name> lost OD after receiving <buff name>,PARTY_BUFF_START,1
ENEMY_BUFF_START,14,<target name> received <buff name>,ENEMY_BUFF_START,1
SELF_BUFF_END,14,<buff name> has healed,SELF_BUFF_END,1
PARTY_BUFF_END,14,<buff name> of <target name> has been cured,PARTY_BUFF_END,1
ENEMY_BUFF_END,14,<buff name> of <target name> has been cured,ENEMY_BUFF_END,1
SELF_BUFF_FAILED,14,<buff name> did not work,SELF_BUFF_FAILED,1
PARTY_BUFF_FAILED,14,<target name> had no effect of <buff name>,PARTY_BUFF_FAILED,1
ENEMY_BUFF_FAILED,14,<target name> was not affected by <buff name>,ENEMY_BUFF_FAILED,1
SELF_BUFF_START,15,Reduced armor durability,SELF_BUFF_START,1
PARTY_BUFF_START,15,Reduced the durability of <target name> armor,PARTY_BUFF_START,1
SELF_BUFF_END,15,,SELF_BUFF_END,
PARTY_BUFF_END,15,,PARTY_BUFF_END,1
SELF_BUFF_START,16,Weapon durability reduced,SELF_BUFF_START,1
PARTY_BUFF_START,16,Weapon durability of <target name> has been reduced,PARTY_BUFF_START,1
SELF_BUFF_END,16,,SELF_BUFF_END,
PARTY_BUFF_END,16,,PARTY_BUFF_END,1
SELF_BUFF_START,17,Reduced durability of weapons and armor,SELF_BUFF_START,1
PARTY_BUFF_START,17,The durability of weapons and armor of <target name> has been reduced.,PARTY_BUFF_START,1
SELF_BUFF_END,17,,SELF_BUFF_END,
PARTY_BUFF_END,17,,PARTY_BUFF_END,1
SELF_BUFF_START,18,Sanity changed,SELF_BUFF_START,1
SELF_BUFF_END,18,,SELF_BUFF_END,
SELF_BUFF_END,19,<buff name> has been released.,SELF_BUFF_END,1
PARTY_BUFF_END,19,The <buff name> of <action name> has been released.,PARTY_BUFF_END,1
ENEMY_BUFF_END,19,The <buff name> of the <target name> has been removed.,ENEMY_BUFF_END,1
SELF_BUFF_START,20,<target name> is now <buff name>.,SELF_BUFF_START,1
ENEMY_BUFF_START,20,<target name> is now <buff name>.,ENEMY_BUFF_START,1
SELF_BUFF_END,20,,SELF_BUFF_END,
ENEMY_BUFF_END,20,,ENEMY_BUFF_END,1
SELF_BUFF_START,21,,SELF_BUFF_START,1
SELF_BUFF_END,21,It seems that he was blown somewhere.,SELF_BUFF_END,
SELF_BUFF_START,22,Ska!,SELF_BUFF_START,
SELF_BUFF_END,22,,SELF_BUFF_END,
PARTY_BUFF_START,22,,PARTY_BUFF_START,
PARTY_BUFF_END,22,,PARTY_BUFF_END,
ENEMY_BUFF_START,22,,ENEMY_BUFF_START,
ENEMY_BUFF_END,22,,ENEMY_BUFF_END,
SELF_BUFF_START,23,Ska! I'm not motivated today,SELF_BUFF_START,
SELF_BUFF_END,23,,SELF_BUFF_END,
PARTY_BUFF_START,23,,PARTY_BUFF_START,
PARTY_BUFF_END,23,,PARTY_BUFF_END,
ENEMY_BUFF_START,23,,ENEMY_BUFF_START,
ENEMY_BUFF_END,23,,ENEMY_BUFF_END,
SELF_BUFF_START,24,Partially petrified,SELF_BUFF_START,1
PARTY_BUFF_START,24,<target name> is partially petrified,PARTY_BUFF_START,1
ENEMY_BUFF_START,24,<target name> is partially petrified,ENEMY_BUFF_START,1
SELF_BUFF_END,24,<buff name> has healed,SELF_BUFF_END,1
PARTY_BUFF_END,24,<target name> has been cured of <buff name>,PARTY_BUFF_END,1
ENEMY_BUFF_END,24,<target name> has been cured of <buff name>,ENEMY_BUFF_END,1
SELF_BUFF_END,25,Appeared,SELF_BUFF_END,1
PARTY_BUFF_END,25,<target name> has appeared,PARTY_BUFF_END,1
ENEMY_BUFF_END,25,<target name> has appeared,ENEMY_BUFF_END,1
SELF_BUFF_START,26,Became <buff name>,SELF_BUFF_START,1
SELF_BUFF_END,26,,SELF_BUFF_END,
SELF_BUFF_START,27,Petrified,SELF_BUFF_START,1
PARTY_BUFF_START,27,<target name> is petrified,PARTY_BUFF_START,1
ENEMY_BUFF_START,27,<target name> is petrified,ENEMY_BUFF_START,1
SELF_BUFF_START,98,* The open-air display shelves shook and the product fell by itself *,TRAP_EXEC,1
PARTY_BUFF_START,98,,PARTY_BUFF_START,1
ENEMY_BUFF_START,98,,ENEMY_BUFF_START,1
SELF_BUFF_END,98,,SELF_BUFF_END,1
PARTY_BUFF_END,98,,PARTY_BUFF_END,1
ENEMY_BUFF_END,98,,ENEMY_BUFF_END,1
SELF_BUFF_START,99,<buff name>,SELF_BUFF_START,1
PARTY_BUFF_START,99,<buff name>,PARTY_BUFF_START,1
ENEMY_BUFF_START,99,<buff name>,ENEMY_BUFF_START,1
SELF_BUFF_END,99,,SELF_BUFF_END,1
PARTY_BUFF_END,99,,PARTY_BUFF_END,1
ENEMY_BUFF_END,99,,ENEMY_BUFF_END,1
SELF_BUFF_START,100,<action name> began to accumulate power,SELF_BUFF_START,1
ENEMY_BUFF_START,100,<action name> began to accumulate power,ENEMY_BUFF_START,1
SELF_BUFF_END,100,The power of <action name> has accumulated,SELF_BUFF_END,1
ENEMY_BUFF_END,100,The power of <action name> has accumulated,ENEMY_BUFF_END,1
SELF_BUFF_START,101,<action name> started to accumulate damage,SELF_BUFF_START,1
SELF_BUFF_END,101,Damage of <action name> has accumulated,SELF_BUFF_END,1
SELF_BUFF_START,901,"Information on the skill ""<buff name>"" has been updated. The current situation is ""1"".",SELF_BUFF_START,1
PARTY_BUFF_START,901,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""1"".",PARTY_BUFF_START,1
ENEMY_BUFF_START,901,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""1"".",ENEMY_BUFF_START,1
SELF_BUFF_END,901,,SELF_BUFF_END,1
PARTY_BUFF_END,901,,PARTY_BUFF_END,1
ENEMY_BUFF_END,901,,ENEMY_BUFF_END,1
SELF_BUFF_START,902,"Information on the skill ""<buff name>"" has been updated. The current situation is ""2"".",SELF_BUFF_START,1
PARTY_BUFF_START,902,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""2"".",PARTY_BUFF_START,1
ENEMY_BUFF_START,902,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""2"".",ENEMY_BUFF_START,1
SELF_BUFF_END,902,,SELF_BUFF_END,1
PARTY_BUFF_END,902,,PARTY_BUFF_END,1
ENEMY_BUFF_END,902,,ENEMY_BUFF_END,1
SELF_BUFF_START,903,"Information on the skill ""<buff name>"" has been updated. The current situation is ""3"".",SELF_BUFF_START,1
PARTY_BUFF_START,903,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""3"".",PARTY_BUFF_START,1
ENEMY_BUFF_START,903,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""3"".",ENEMY_BUFF_START,1
SELF_BUFF_END,903,,SELF_BUFF_END,1
PARTY_BUFF_END,903,,PARTY_BUFF_END,1
ENEMY_BUFF_END,903,,ENEMY_BUFF_END,1
SELF_BUFF_START,904,"Information on the skill ""<buff name>"" has been updated. The current situation is ""4"".",SELF_BUFF_START,1
PARTY_BUFF_START,904,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""4"".",PARTY_BUFF_START,1
ENEMY_BUFF_START,904,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""4"".",ENEMY_BUFF_START,1
SELF_BUFF_END,904,,SELF_BUFF_END,1
PARTY_BUFF_END,904,,PARTY_BUFF_END,1
ENEMY_BUFF_END,904,,ENEMY_BUFF_END,1
SELF_BUFF_START,905,"Information on the skill ""<buff name>"" has been updated. The current situation is ""5"".",SELF_BUFF_START,1
PARTY_BUFF_START,905,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""5"".",PARTY_BUFF_START,1
ENEMY_BUFF_START,905,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""5"".",ENEMY_BUFF_START,1
SELF_BUFF_END,905,,SELF_BUFF_END,1
PARTY_BUFF_END,905,,PARTY_BUFF_END,1
ENEMY_BUFF_END,905,,ENEMY_BUFF_END,1
SELF_BUFF_START,906,"Information on the skill ""<buff name>"" has been updated. The current situation is ""6"".",SELF_BUFF_START,1
PARTY_BUFF_START,906,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""6"".",PARTY_BUFF_START,1
ENEMY_BUFF_START,906,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""6"".",ENEMY_BUFF_START,1
